,wine,wine_id,appellation,color,wine_type,regions,country,classification,vintage,is_primeurs,score,confidence_index,journalist_count
1257,"Bond Estates, Pluribus Red, Napa Valley",19861,Napa Valley,Red,,California,Usa,,2011,False,94.4,A,6
1258,"Pahlmeyer, Proprietary Red, Napa Valley",111900,Napa Valley,Red,,California,Usa,,2013,False,94.33,A,3
1259,"Ramey Wine Cellars, Pedregal Vineyard Cabernet Sauvignon, Oakville",118768,Oakville,Red,,California,Usa,,2013,False,94.27,B+,7
1260,"Colgin Cellars, Ix Estate Syrah, Napa Valley",44621,Napa Valley,Red,,California,Usa,,2007,False,94.26,B+,5
1261,"Joseph Phelps Vineyards, Insignia, Napa Valley",89577,Napa Valley,Red,,California,Usa,,2007,False,94.26,B,7
1262,"Bond Estates, Pluribus Red, Napa Valley",19861,Napa Valley,Red,,California,Usa,,2004,False,94.21,B,6
1263,"Cliff Lede Vineyards, Poetry Cabernet Sauvignon, Stags Leap District",43385,Stags Leap District,Red,,California,Usa,,2007,False,94.07,B,3
1264,"Beringer Vineyards, Private Reserve Cabernet Sauvignon, Napa Valley",11029,Napa Valley,Red,,California,Usa,,1997,False,93.95,A,5
1265,"Bryant Family Vineyard, Cabernet Sauvignon, Napa Valley",22244,Napa Valley,Red,,California,Usa,,2006,False,93.88,A+,4
1266,"Bond Estates, Vecina Red, Napa Valley",19864,Napa Valley,Red,,California,Usa,,2003,False,93.7,C+,5
1267,"Colgin Cellars, Ix Estate Syrah, Napa Valley",44621,Napa Valley,Red,,California,Usa,,2002,False,93.64,B,5
1268,"Bond Estates, Melbury Red, Napa Valley",19860,Napa Valley,Red,,California,Usa,,2003,False,93.62,B,5
1269,"Bryant Family Vineyard, Cabernet Sauvignon, Napa Valley",22244,Napa Valley,Red,,California,Usa,,1994,False,93.59,B,4
1270,"Caymus Vineyards, Special Selection Cabernet Sauvignon, Napa Valley",30130,Napa Valley,Red,,California,Usa,,2007,False,93.59,B,6
1271,"Corison, Cabernet Sauvignon, Napa Valley",46229,Napa Valley,Red,,California,Usa,,2007,False,93.47,B+,3
1272,"Bond Estates, Melbury Red, Napa Valley",19860,Napa Valley,Red,,California,Usa,,2006,False,93.44,A,5
1273,"Seavey Vineyard, Cabernet Sauvignon, Napa Valley",125854,Napa Valley,Red,,California,Usa,,2012,False,93.35,A+,3
1274,"Bond Estates, St Eden Red, Napa Valley",19863,Napa Valley,Red,,California,Usa,,2011,False,93.3,B+,6
1275,"Bond Estates, Vecina Red, Napa Valley",19864,Napa Valley,Red,,California,Usa,,2004,False,93.29,C+,5
1276,"Mt. Brave, Merlot, Mount Veeder",108048,Mount Veeder,Red,,California,Usa,,2013,False,93.25,A+,3
1277,"Bond Estates, Quella Red, Napa Valley",19862,Napa Valley,Red,,California,Usa,,2011,False,93.25,B,6
1278,"Robert Craig Winery, Howell Mountain Cabernet Sauvignon, Napa Valley",121297,Napa Valley,Red,,California,Usa,,2007,False,93.23,B,4
1279,"Bond Estates, Melbury Red, Napa Valley",19860,Napa Valley,Red,,California,Usa,,2005,False,93.19,B,6
1280,"Favia, Cerro Sur, Napa Valley",72715,Napa Valley,Red,,California,Usa,,2007,False,92.94,B,3
1281,"Bond Estates, Melbury Red, Napa Valley",19860,Napa Valley,Red,,California,Usa,,2011,False,92.9,B,7
1282,"Bond Estates, Vecina Red, Napa Valley",19864,Napa Valley,Red,,California,Usa,,2011,False,92.85,B,6
1283,"Bond Estates, Pluribus Red, Napa Valley",19861,Napa Valley,Red,,California,Usa,,2005,False,92.59,C+,6
1284,"Bond Estates, St Eden Red, Napa Valley",19863,Napa Valley,Red,,California,Usa,,2006,False,92.54,B,4
1285,"Ramey Wine Cellars, Annum Cabernet Sauvignon, Napa Valley",118755,Napa Valley,Red,,California,Usa,,2013,False,92.44,A+,7
1286,"La Jota Vineyard, Merlot, Howell Mountain",92782,Howell Mountain,Red,,California,Usa,,2013,False,92.42,B,4
1287,"Bryant Family Vineyard, Cabernet Sauvignon, Napa Valley",22244,Napa Valley,Red,,California,Usa,,2011,False,92.35,B,4
1288,"Pahlmeyer, Proprietary Red, Napa Valley",111900,Napa Valley,Red,,California,Usa,,2007,False,92.28,C,3
1289,"Pahlmeyer, Merlot, Napa Valley",111896,Napa Valley,Red,,California,Usa,,2013,False,92.0,B,6
1290,"Beringer Vineyards, Private Reserve Cabernet Sauvignon, Napa Valley",11029,Napa Valley,Red,,California,Usa,,2007,False,91.67,C+,5
1291,"Bond Estates, Vecina Red, Napa Valley",19864,Napa Valley,Red,,California,Usa,,1999,False,91.16,A,3
1292,"Bond Estates, Quella Red, Napa Valley",19862,Napa Valley,Red,,California,Usa,,2006,False,90.95,B,7
1293,"Silverado Vineyards, Solo Cabernet Sauvignon, Stags Leap District",127659,Stags Leap District,Red,,California,Usa,,2007,False,90.93,C,3
1294,"Freemark Abbey, 'Sycamore' Cabernet Sauvignon, Rutherford",76828,Rutherford,Red,,California,Usa,,1997,False,90.75,A+,3
1295,"Bond Estates, Melbury Red, Napa Valley",19860,Napa Valley,Red,,California,Usa,,2000,False,90.74,C+,4
1296,"Bond Estates, Melbury Red, Napa Valley",19860,Napa Valley,Red,,California,Usa,,1999,False,90.44,C+,3
1297,"Ramey Wine Cellars, Cabernet Sauvignon, Napa Valley",118756,Napa Valley,Red,,California,Usa,,2013,False,90.42,A,7
1298,"Caymus Vineyards, Special Selection Cabernet Sauvignon, Napa Valley",30130,Napa Valley,Red,,California,Usa,,1997,False,90.36,B,3
1299,"Viader, Red Blend, Napa Valley",139371,Napa Valley,Red,,California,Usa,,2007,False,90.25,B,5
1300,"Duckhorn Vineyards, Three Palms Vineyard Merlot, Napa Valley",68073,Napa Valley,Red,,California,Usa,,2013,False,90.12,C+,3
1301,"Viader, Red Blend, Napa Valley",139371,Napa Valley,Red,,California,Usa,,1997,False,90.08,B+,3
1302,"Robert Mondavi Winery, Oakville Cabernet Sauvignon, Napa Valley",121434,Napa Valley,Red,,California,Usa,,2013,False,89.89,B,5
1303,"Bond Estates, Vecina Red, Napa Valley",19864,Napa Valley,Red,,California,Usa,,2000,False,89.74,B+,4
1304,"Mount Veeder Winery, Cabernet Sauvignon, Napa Valley",107830,Napa Valley,Red,,California,Usa,,2013,False,89.38,A,4
1305,"Far Niente Estate, Bottled Cabernet Sauvignon, Oakville",72079,Oakville,Red,,California,Usa,,1997,False,89.21,C+,4
1306,"Franciscan Estate, Magnificat Proprietary Red, Napa Valley",76037,Napa Valley,Red,,California,Usa,,2013,False,88.74,B+,4
1307,"Robert Mondavi Winery, Cabernet Sauvignon, Napa Valley",121413,Napa Valley,Red,,California,Usa,,2013,False,88.57,C+,6
1308,"Grgich Hills Estate, Yountville Selection Cabernet Sauvignon, Napa Valley",80589,Napa Valley,Red,,California,Usa,,2007,False,88.35,C,3
1309,"Silver Oak Cellars, Cabernet Sauvignon, Napa Valley",127590,Napa Valley,Red,,California,Usa,,2007,False,87.63,C,3
1310,"Freemark Abbey, 'Sycamore' Cabernet Sauvignon, Rutherford",76828,Rutherford,Red,,California,Usa,,2007,False,87.02,C+,3
1311,"Mount Veeder Winery, Reserve Red, Napa Valley",107832,Napa Valley,Red,,California,Usa,,2013,False,85.67,C,4
1312,"Domaine Serene, 'Coeur Blanc', Willamette Valley",65473,Willamette Valley,Red,,Oregon,Usa,,2014,False,92.48,A,4
1313,"La Jota Vineyard, Cabernet Sauvignon, Howell Mountain",92780,Howell Mountain,Red,,California,Usa,,2012,False,93.12,C+,8
1314,"Marcassin, Blue Slide Ridge Pinot Noir, Sonoma Coast",101636,Sonoma Coast,Red,,California,Usa,,2006,False,88.7,C,4
1315,"Betz Family Winery, La Cote Patriarche Syrah, Yakima Valley",11657,Yakima Valley,Red,,Washington,Usa,,2014,False,95.53,B,3
1316,"Charles Smith, K Vintners The Creator Cabernet - Syrah, Walla Walla Valley",31922,Walla Walla Valley,Red,,Washington,Usa,,2013,False,93.18,B,3
1317,"Far Niente Estate, Bottled Cabernet Sauvignon, Oakville",72079,Oakville,Red,,California,Usa,,2013,False,93.09,A,6
1318,"Hall Wines, Cabernet Sauvignon Cabernet Sauvignon, Stags Leap District",81542,Stags Leap District,Red,,California,Usa,,2013,False,93.06,C+,5
1319,"Nickel & Nickel, State Ranch Cabernet Sauvignon, Yountville",109208,Yountville,Red,,California,Usa,,2013,False,93.02,C+,4
1320,"Andrew Will Winery, Champoux Vineyard Red, Horse Heaven Hills",4531,Horse Heaven Hills,Red,,Washington,Usa,,2013,False,92.77,A,4
1321,"J. Davies, Winfield Vineyard Cabernet Sauvignon, Calistoga",86073,Calistoga,Red,,California,Usa,,2013,False,92.72,A,3
1322,"Nickel & Nickel, John C. Sullenger Vineyard Cabernet Sauvignon, Oakville",109199,Oakville,Red,,California,Usa,,2013,False,92.59,B,6
1323,"Spottswoode, Lyndenhurst Cabernet Sauvignon, St Helena",129357,St Helena,Red,,California,Usa,,2013,False,92.25,B,7
1324,"Nickel & Nickel, C.C. Ranch Cabernet Sauvignon, Rutherford",109190,Rutherford,Red,,California,Usa,,2013,False,92.2,B,5
1325,"Nickel & Nickel, Dragonfly Vineyard Cabernet Sauvignon, St Helena",109194,St Helena,Red,,California,Usa,,2013,False,92.18,B,5
1326,"Andrew Will Winery, Ciel Du Cheval Red, Red Mountain",4532,Red Mountain,Red,,Washington,Usa,,2013,False,92.04,A+,3
1327,"Andrew Will Winery, Mays' Discovery Vineyard Cabernet Sauvignon, Horse Heaven Hills",4548,Horse Heaven Hills,Red,,Washington,Usa,,2013,False,91.92,B,3
1328,"Andrew Will Winery, Two Blondes Vineyard Red, Yakima Valley",4560,Yakima Valley,Red,,Washington,Usa,,2013,False,91.84,A+,5
1329,"Mt. Brave, Cabernet Sauvignon, Mount Veeder",108046,Mount Veeder,Red,,California,Usa,,2013,False,91.69,B,5
1330,"Nickel & Nickel, Martin Stelling Vineyard Cabernet Sauvignon, Oakville",150271,Oakville,Red,dry,California,Usa,,2013,False,91.47,C+,4
1331,"Andrew Will Winery, Esploso, Columbia Valley",4543,Columbia Valley,Red,,Washington,Usa,,2013,False,91.41,B,3
1332,"Pine Ridge Vineyards, Oakville Cabernet Sauvignon, Napa Valley",116339,Napa Valley,Red,,California,Usa,,2013,False,91.1,B+,3
1333,"Gramercy Cellars, The Third Man Grenache - Syrah - Mourvedre, Columbia Valley",79963,Columbia Valley,Red,,Washington,Usa,,2014,False,90.96,B+,3
1334,"Domaine Serene, Grand Cheval, Oregon",65492,Oregon,Red,,Oregon,Usa,,2013,False,90.84,B,3
1335,"Nickel & Nickel, Element 28 Cabernet Sauvignon, Napa Valley",109196,Napa Valley,Red,,California,Usa,,2013,False,90.52,A,4
1336,"J. Lohr, Carol'S Vineyard Cabernet Sauvignon, Napa Valley",86216,Napa Valley,Red,,California,Usa,,2013,False,89.98,B,3
1337,"Gramercy Cellars, Inigo Montoya Tempranillo, Walla Walla Valley",79952,Walla Walla Valley,Red,,Washington,Usa,,2013,False,89.9,A+,3
1338,"Pine Ridge Vineyards, Rutherford Cabernet Sauvignon, Napa Valley",116343,Napa Valley,Red,,California,Usa,,2013,False,89.89,A+,3
1339,"Jean Edwards Cellars, Stagecoach Vineyard Cabernet Sauvignon, Napa Valley",87557,Napa Valley,Red,,California,Usa,,2013,False,88.99,C,3
1340,"Jean Edwards Cellars, Cabernet Sauvignon, Napa Valley",87555,Napa Valley,Red,,California,Usa,,2013,False,88.92,B,3
1341,"Stag'S Leap Wine Cellars, Artemis Cabernet Sauvignon, Napa Valley",129779,Napa Valley,Red,,California,Usa,,2013,False,87.02,B+,3
1342,"Chappellet, Pritchard Hill Cabernet Sauvignon, Napa Valley",31619,Napa Valley,Red,,California,Usa,,2014,False,97.79,A+,3
1343,"Paul Hobbs, Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Oakville",113412,Oakville,Red,,California,Usa,,2014,False,96.56,B,3
1344,"Robert Craig Winery, Affinity Cabernet Sauvignon, Napa Valley",121292,Napa Valley,Red,,California,Usa,,2014,False,91.13,A,3
1345,"Pahlmeyer, Jayson Cabernet Sauvignon, Napa Valley",111891,Napa Valley,Red,,California,Usa,,2014,False,90.34,B,3
1346,"Jonata, Todos Red, Santa Ynez Valley",89090,Santa Ynez Valley,Red,,California,Usa,,2013,False,92.52,B,3
1347,"Joseph Phelps Vineyards, Insignia, Napa Valley",89577,Napa Valley,Red,,California,Usa,,2013,False,94.69,B,7
1348,"Harlan Estate, Napa Valley",81980,Napa Valley,Red,,California,Usa,,2007,False,98.76,A,7
1349,"Harlan Estate, Napa Valley",81980,Napa Valley,Red,,California,Usa,,1996,False,96.31,A,4
1350,"Heitz Cellar, Martha'S Vineyard Cabernet Sauvignon, Napa Valley",82703,Napa Valley,Red,,California,Usa,,2007,False,92.89,B,4
1351,"Shafer Vineyards, Hillside Select Cabernet Sauvignon, Stags Leap District",126746,Stags Leap District,Red,,California,Usa,,1998,False,91.85,B,5
1352,"Cayuse Vineyards, Cailloux Vineyard Syrah, Walla Walla Valley",30143,Walla Walla Valley,Red,,Washington,Usa,,2013,False,96.16,B,4
1353,"Horsepower Vineyards, 'The Tribe Vineyard' Syrah, Walla Walla Valley",84374,Walla Walla Valley,Red,,Washington,Usa,,2013,False,95.93,B,4
1354,"Diamond Creek, Gravelly Meadow Cabernet Sauvignon, Napa Valley",50661,Napa Valley,Red,,California,Usa,,2013,False,95.88,B,6
1355,"Cayuse Vineyards, En Cerise Vineyard Syrah, Walla Walla Valley",30148,Walla Walla Valley,Red,,Washington,Usa,,2013,False,94.98,A+,4
1356,"Diamond Creek, Red Rock Terrace Cabernet Sauvignon, Napa Valley",50664,Napa Valley,Red,,California,Usa,,2013,False,94.76,B,6
1357,"Corliss, Columbia Valley",46248,Columbia Valley,Red,,Washington,Usa,,2012,False,94.69,C+,3
1358,"Corliss, Syrah, Columbia Valley",46250,Columbia Valley,Red,,Washington,Usa,,2012,False,93.78,B,3
1359,"Leonetti Cellar, Reserve, Walla Walla Valley",150548,Walla Walla Valley,Red,,Washington,Usa,,2013,False,93.64,B,4
1360,"Evening Land, Gold Label 'Seven Springs Vineyard - La Source' Pinot Noir, Eola-Amity Hills",71162,Eola-Amity Hills,Red,,Oregon,Usa,,2014,False,93.42,B+,3
1361,"Cayuse Vineyards, Flying Pig, Walla Walla Valley",30150,Walla Walla Valley,Red,,Washington,Usa,,2013,False,92.85,B+,4
1362,"J. Davies, Cabernet Sauvignon, Diamond Mountain District",86069,Diamond Mountain District,Red,,California,Usa,,2013,False,92.66,B,3
1363,"Chalk Hill Estate, Red Proprietary Blend, Chalk Hill",31202,Chalk Hill,Red,,California,Usa,,2013,False,91.89,C+,3
1364,"Gramercy Cellars, Forgotten hills Syrah, Walla Walla Valley",150485,Walla Walla Valley,Red,,Washington,Usa,,2013,False,91.69,B,3
1365,"Leonetti Cellar, Sangiovese, Walla Walla Valley",95564,Walla Walla Valley,Red,,Washington,Usa,,2013,False,91.68,A,4
1366,"Antinori Family Antica, Townsend Vineyard Cabernet Sauvignon, Napa Valley",5135,Napa Valley,Red,,California,Usa,,2013,False,91.04,B,4
1367,"Rocca Family Vineyards, Grigsby Vineyard Cabernet Sauvignon, Yountville",121714,Yountville,Red,,California,Usa,,2013,False,90.6,C,3
1368,"Watermark, Cabernet Sauvignon, Mount Veeder",143539,Mount Veeder,Red,,California,Usa,,2013,False,90.37,A,3
1369,"Saintsbury, Lee Vineyard Pinot Noir, Carneros",123834,Carneros,Red,,California,Usa,,2014,False,89.45,B+,4
1370,"Saintsbury, Stanly Ranch Pinot Noir, Carneros",123840,Carneros,Red,,California,Usa,,2014,False,88.8,B,3
1371,"Saintsbury, Toyon Farm Pinot Noir, Carneros",123842,Carneros,Red,,California,Usa,,2014,False,88.44,B,3
1372,"Oakville East, Core Stone Red, Oakville",110268,Oakville,Red,,California,Usa,,2013,False,88.09,C,3
1373,"Girard, Artistry, Napa Valley",79031,Napa Valley,Red,,California,Usa,,2013,False,87.81,B,3
1374,"Girard, Napa County Cabernet Sauvignon, California",79041,California,Red,,California,Usa,,2013,False,87.67,B,3
1375,"Diamond Creek, Volcanic Hill Cabernet Sauvignon, Napa Valley",50666,Napa Valley,Red,,California,Usa,,2013,False,96.37,B,6
1376,"Rudd Oakville Estate, California",123062,California,Red,,California,Usa,,2013,False,94.24,A+,3
1377,"Continuum, Proprietary Red, Oakville",45683,Oakville,Red,,California,Usa,,2013,False,93.84,C,5
1378,"Round Pond Estate, Cabernet Sauvignon, Rutherford",122854,Rutherford,Red,,California,Usa,,2013,False,90.7,B,7
1379,"Araujo Estate, Eisele Vineyard Cabernet Sauvignon, Napa Valley",5550,Napa Valley,Red,,California,Usa,,1998,False,92.57,C+,4
1380,"Bond Estates, Matriarch Red, Napa Valley",19859,Napa Valley,Red,,California,Usa,,2010,False,91.27,A,6
1381,"Betz Family Winery, Pere De Famille Cabernet Sauvignon, Columbia Valley",11660,Columbia Valley,Red,,Washington,Usa,,2013,False,92.72,B+,5
1382,"Kongsgaard, Cabernet Sauvignon, Napa Valley",91584,Napa Valley,Red,,California,Usa,,2012,False,94.78,A,5
1383,"Moone-Tsai, Howell Mountain Hillside Blend, Napa Valley",107128,Napa Valley,Red,,California,Usa,,2013,False,92.69,B,3
1384,"Oakville Ranch, Cabernet Sauvignon, Napa Valley",110270,Napa Valley,Red,,California,Usa,,2012,False,92.35,B+,4
1385,"Cade Estate, Cabernet Sauvignon, Howell Mountain",23193,Howell Mountain,Red,,California,Usa,,2013,False,91.79,B,3
1386,"La Jota Vineyard, Cabernet Sauvignon, Howell Mountain",92780,Howell Mountain,Red,,California,Usa,,2013,False,91.54,A,4
1387,"John Anthony, Cabernet Sauvignon, Napa Valley",88910,Napa Valley,Red,,California,Usa,,2013,False,91.21,B,3
1388,"Truchard Vineyards, Cabernet Sauvignon, Carneros",136964,Carneros,Red,,California,Usa,,2013,False,91.17,A,3
1389,"Amuse Bouche, Proprietary Red, Napa Valley",3955,Napa Valley,Red,,California,Usa,,2013,False,90.9,B,5
1390,"Hoopes Vineyard, Cabernet Sauvignon Hoopes Vineyard Cabernet Sauvignon, Oakville",84286,Oakville,Red,,California,Usa,,2013,False,90.57,B+,3
1391,"Amuse Bouche, Proprietary Red, Napa Valley",3955,Napa Valley,Red,,California,Usa,,2012,False,90.4,A+,5
1392,"Oakville Ranch, Cabernet Sauvignon, Napa Valley",110270,Napa Valley,Red,,California,Usa,,2013,False,90.29,B+,4
1393,"Aiken, Oakville Cabernet Sauvignon, California",1710,California,Red,,California,Usa,,2012,False,89.92,B,3
1394,"Frias Family Vineyard, Spring Mountain District Cabernet Sauvignon, Napa Valley",77026,Napa Valley,Red,,California,Usa,,2013,False,89.8,A,3
1395,"Aiken, Rutherford Cabernet Sauvignon, California",1712,California,Red,,California,Usa,,2012,False,88.65,B,3
1396,"Duckhorn Vineyards, Cabernet Sauvignon, Napa Valley",68056,Napa Valley,Red,,California,Usa,,2012,False,87.3,B,4
1397,"Cade, Cabernet Sauvignon, Howell Mountain",23195,Howell Mountain,Red,,California,Usa,,2013,False,91.53,C+,4
1398,"La Jota Vineyard, Cabernet Franc, Howell Mountain",92781,Howell Mountain,Red,,California,Usa,,2012,False,90.8,B,4
1399,"Horsepower Vineyards, 'The Tribe Vineyard' Syrah, Walla Walla Valley",84374,Walla Walla Valley,Red,,Washington,Usa,,2012,False,95.19,B,5
1400,"Col Solare, Red Wine, Columbia Valley",44562,Columbia Valley,Red,,Washington,Usa,,2012,False,92.39,A,6
1401,"Stags' Leap Winery, Estate Audentia Cabernet Sauvignon, Stags Leap District",129824,Stags Leap District,Red,,California,Usa,,2012,False,92.38,B,3
1402,"Duckhorn Vineyards Estate, Patzimaro Vineyard Grown Cabernet Sauvignon, Napa Valley",68053,Napa Valley,Red,,California,Usa,,2012,False,89.52,B,3
1403,"Etude, Cabernet Sauvignon, Napa Valley",71017,Napa Valley,Red,,California,Usa,,2012,False,89.43,B,5
1404,"Duckhorn Vineyards Estate, Rector Creek Vineyard Grown Cabernet Sauvignon, Napa Valley",68054,Napa Valley,Red,,California,Usa,,2012,False,89.21,B,3
1405,"Dominus Estate, Christian Moueix, Napa Valley",67008,Napa Valley,Red,,California,Usa,,2013,False,98.9,B,6
1406,"Schrader Cellars, Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley",125492,Napa Valley,Red,,California,Usa,,2013,False,98.66,A,4
1407,"Schrader Cellars, Ccs Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley",125493,Napa Valley,Red,,California,Usa,,2013,False,98.39,B,4
1408,"Schrader Cellars, Beckstoffer Las Piedras Vineyard Colesworthy Cabernet Sauvignon, Napa Valley",125491,Napa Valley,Red,,California,Usa,,2013,False,98.17,A,4
1409,"Paul Hobbs, Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Oakville",113412,Oakville,Red,,California,Usa,,2013,False,97.71,B,4
1410,"Paul Hobbs, Beckstoffer Las Piedras Vineyard Cabernet Sauvignon, St Helena",113411,St Helena,Red,,California,Usa,,2013,False,96.61,A,4
1411,"Kapcsandy Family Winery, State Lane Vineyard Grand-Vin Cabernet Sauvignon, Napa Valley",90240,Napa Valley,Red,,California,Usa,,2013,False,96.03,C+,4
1412,"Futo Estate, Oakville",77302,Oakville,Red,,California,Usa,,2012,False,95.62,B,5
1413,"Paul Hobbs, Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon, St Helena",113410,St Helena,Red,,California,Usa,,2013,False,95.47,B,5
1414,"Paul Hobbs, Nathan Coombs Estate Cabernet Sauvignon, Coombsville",113424,Coombsville,Red,,California,Usa,,2013,False,95.16,B,4
1415,"Dana Estates, Helms Vineyard Cabernet Sauvignon, Rutherford",48399,Rutherford,Red,,California,Usa,,2013,False,94.92,C,4
1416,"Schrader Cellars, Lpv Beckstoffer Las Piedras Vineyard Cabernet Sauvignon, Napa Valley",125499,Napa Valley,Red,,California,Usa,,2013,False,94.66,B+,4
1417,"Favia, Cerro Sur, Napa Valley",72715,Napa Valley,Red,,California,Usa,,2013,False,94.61,C+,3
1418,"Carter Cellars, Weitz Vineyard Cabernet Sauvignon, Napa Valley",26561,Napa Valley,Red,,California,Usa,,2013,False,94.49,B,3
1419,"Favia, Cabernet Sauvignon, Napa Valley",72714,Napa Valley,Red,,California,Usa,,2013,False,94.49,B,3
1420,"Rivers-Marie, Panek Vineyard Cabernet Sauvignon, St Helena",121094,St Helena,Red,,California,Usa,,2013,False,93.9,C+,3
1421,"Rivers-Marie, Corona Vineyard Cabernet Sauvignon, Oakville",121088,Oakville,Red,,California,Usa,,2013,False,93.78,C+,3
1422,"Bond Estates, Matriarch Red, Napa Valley",19859,Napa Valley,Red,,California,Usa,,2013,False,93.52,A+,4
1423,"Sojourn Cellars, 'Beckstoffer Georges Iii Vineyard' Cabernet Sauvignon, Rutherford",128647,Rutherford,Red,,California,Usa,,2013,False,92.85,C+,3
1424,"Kapcsandy Family Winery, State Lane Vineyard Estate Cuvee, Napa Valley",90239,Napa Valley,Red,,California,Usa,,2013,False,92.69,C+,4
1425,"Paul Hobbs, Hyde Vineyard Cabernet Sauvignon, Carneros",113419,Carneros,Red,,California,Usa,,2013,False,92.68,B+,3
1426,"Daou Vineyards Estate, Soul Of A Lion Red, Paso Robles",48612,Paso Robles,Red,,California,Usa,,2013,False,92.68,B,4
1427,"Araujo Estate, Altagracia Red, Napa Valley",5548,Napa Valley,Red,,California,Usa,,2013,False,91.86,B,8
1428,"Paul Hobbs, Cabernet Sauvignon, Napa Valley",113413,Napa Valley,Red,,California,Usa,,2013,False,91.79,A,4
1429,"Realm Cellars, The Tempest Proprietary Red, Napa Valley",119397,Napa Valley,Red,,California,Usa,,2013,False,90.92,B,3
1430,"Hall Wines, Cabernet Sauvignon, Diamond Mountain District",81543,Diamond Mountain District,Red,,California,Usa,,2013,False,90.5,A,3
1431,"Rombauer Vineyards, Stice Lane Cabernet Sauvignon, Napa Valley",122383,Napa Valley,Red,,California,Usa,,2013,False,90.42,B+,3
1432,"Opus One, Napa Valley",111085,Napa Valley,Red,,California,Usa,,2012,False,94.67,A,9
1433,"Opus One, Napa Valley",111085,Napa Valley,Red,,California,Usa,,2005,False,93.14,B+,9
1434,"Opus One, Napa Valley",111085,Napa Valley,Red,,California,Usa,,1996,False,91.92,B,7
1435,"Opus One, Napa Valley",111085,Napa Valley,Red,,California,Usa,,2011,False,91.17,B,7
1436,"Freemark Abbey, 'Bosche' Cabernet Sauvignon, Rutherford",76825,Rutherford,Red,,California,Usa,,2010,False,90.86,B,5
1437,"Continuum, Proprietary Red, Oakville",45683,Oakville,Red,,California,Usa,,2010,False,94.55,B+,8
1438,"Clos Du Val, Cabernet Franc, Stags Leap District",43832,Stags Leap District,Red,,California,Usa,,2012,False,87.81,B+,3
1439,"Venge Vineyards, Bone Ash Vineyard Cabernet Sauvignon, Napa Valley",138901,Napa Valley,Red,,California,Usa,,2012,False,98.71,C,3
1440,"Schrader Cellars, Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley",125492,Napa Valley,Red,,California,Usa,,2012,False,98.2,B+,3
1441,"Schrader Cellars, Rbs Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley",125501,Napa Valley,Red,,California,Usa,,2010,False,97.79,A+,4
1442,"Lokoya Winery, Cabernet Sauvignon, Diamond Mountain District",97273,Diamond Mountain District,Red,,California,Usa,,2012,False,97.33,C,3
1443,"Cakebread Cellars, Dancing Bear Ranch Red, Howell Mountain",23281,Howell Mountain,Red,,California,Usa,,2012,False,96.8,C,3
1444,"Corison, Kronos Vineyard Cabernet Sauvignon, Napa Valley",46232,Napa Valley,Red,,California,Usa,,2012,False,96.33,C+,5
1445,"Beringer Vineyards, Private Reserve Cabernet Sauvignon, Napa Valley",11029,Napa Valley,Red,,California,Usa,,2012,False,96.2,C+,6
1446,"Paul Hobbs, Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Oakville",113412,Oakville,Red,,California,Usa,,2012,False,96.07,B+,5
1447,"Diamond Creek, Volcanic Hill Cabernet Sauvignon, Napa Valley",50666,Napa Valley,Red,,California,Usa,,2012,False,95.98,C+,7
1448,"Dominus Estate, Christian Moueix, Napa Valley",67008,Napa Valley,Red,,California,Usa,,1991,False,95.76,B,5
1449,"Stags' Leap Winery, The Leap Estate Grown Cabernet Sauvignon, Napa Valley",129830,Napa Valley,Red,,California,Usa,,2012,False,95.63,C,4
1450,"Stag'S Leap Wine Cellars, Estate Cask 23 Cabernet Sauvignon, Napa Valley",129784,Napa Valley,Red,,California,Usa,,2012,False,95.5,C,5
1451,"Chappellet, Cabernet Sauvignon, Napa Valley",31602,Napa Valley,Red,,California,Usa,,1975,False,95.5,A,3
1452,"Diamond Creek, Red Rock Terrace Cabernet Sauvignon, Napa Valley",50664,Napa Valley,Red,,California,Usa,,2012,False,95.45,C+,7
1453,"Cade Estate, Cabernet Sauvignon, Howell Mountain",23193,Howell Mountain,Red,,California,Usa,,2012,False,95.31,C,4
1454,"Cakebread Cellars, Benchland Select Cabernet Sauvignon, Napa Valley",23277,Napa Valley,Red,,California,Usa,,2012,False,95.26,C,4
1455,"Ramey Wine Cellars, Pedregal Vineyard Cabernet Sauvignon, Oakville",118768,Oakville,Red,,California,Usa,,2012,False,95.11,C+,7
1456,"Venge Vineyards, Silencieux Cabernet Sauvignon, Napa Valley",138913,Napa Valley,Red,,California,Usa,,2012,False,94.98,C,4
1457,"Diamond Creek, Gravelly Meadow Cabernet Sauvignon, Napa Valley",50661,Napa Valley,Red,,California,Usa,,2012,False,94.9,C+,8
1458,"Plumpjack Winery, Estate Cabernet Sauvignon, Oakville",116690,Oakville,Red,,California,Usa,,2012,False,94.9,C,5
