,wine,wine_id,appellation,color,wine_type,regions,country,classification,vintage,is_primeurs,score,confidence_index,journalist_count
2438,"Rudd, Samantha'S Cabernet Sauvignon, Oakville",123069,Oakville,Red,,California,Usa,,2010,False,90.17,C+,3
2439,"Paul Hobbs, Cabernet Sauvignon, Napa Valley",113413,Napa Valley,Red,,California,Usa,,2011,False,89.97,B,6
2440,"Ridge Vineyards, East Bench Zinfandel, Dry Creek Valley",120775,Dry Creek Valley,Red,,California,Usa,,2012,False,89.83,B,3
2441,"Scarecrow, M. Etain' Cabernet Sauvignon, Rutherford",125263,Rutherford,Red,,California,Usa,,2011,False,89.75,C+,4
2442,"Plumpjack Winery, Estate Cabernet Sauvignon, Oakville",116690,Oakville,Red,,California,Usa,,2011,False,89.65,C+,3
2443,"Realm Cellars, Farella Vineyard Cabernet Sauvignon, Napa Valley",119391,Napa Valley,Red,,California,Usa,,2011,False,89.21,C,3
2444,"Bond Estates, Matriarch Red, Napa Valley",19859,Napa Valley,Red,,California,Usa,,2011,False,89.2,A,5
2445,"Keever Vineyards Estate, Cabernet Sauvignon, Yountville",90453,Yountville,Red,,California,Usa,,2011,False,88.97,C+,3
2446,"The Prisoner Wine Co., Saldo Zinfandel, California",134200,California,Red,,California,Usa,,2012,False,88.5,A,3
2447,"Ramey Wine Cellars, Cabernet Sauvignon, Napa Valley",118756,Napa Valley,Red,,California,Usa,,2011,False,87.87,B,4
2448,"Cade, Cabernet Sauvignon, Howell Mountain",23195,Howell Mountain,Red,,California,Usa,,2011,False,87.75,B,4
2449,"Etude, Cabernet Sauvignon, Napa Valley",71017,Napa Valley,Red,,California,Usa,,2011,False,87.58,A,3
2450,"Conn Creek Winery, Anthology, Napa Valley",45344,Napa Valley,Red,,California,Usa,,2010,False,87.36,A,4
2451,"Dalla Valle Vineyards, Maya, Napa Valley",48290,Napa Valley,Red,,California,Usa,,1994,False,94.22,C,5
2452,"Dana Estates, Hershey Vineyard Cabernet Sauvignon, Howell Mountain",48400,Howell Mountain,Red,,California,Usa,,2011,False,93.79,C+,4
2453,"La Jota Vineyard, Cabernet Sauvignon, Howell Mountain",92780,Howell Mountain,Red,,California,Usa,,2010,False,91.22,B,6
2454,"Schrader Cellars, Ccs Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley",125493,Napa Valley,Red,,California,Usa,,2011,False,94.53,A+,3
2455,"Caymus Vineyards, Special Selection Cabernet Sauvignon, Napa Valley",30130,Napa Valley,Red,,California,Usa,,2011,False,93.32,B+,5
2456,"Schrader Cellars, Rbs Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley",125501,Napa Valley,Red,,California,Usa,,2011,False,91.54,B+,3
2457,"Schrader Cellars, Lpv Beckstoffer Las Piedras Vineyard Cabernet Sauvignon, Napa Valley",125499,Napa Valley,Red,,California,Usa,,2011,False,91.02,B+,3
2458,"Lokoya Winery, Mount Veeder Cabernet Sauvignon, Napa Valley",97276,Napa Valley,Red,,California,Usa,,2010,False,93.49,C+,3
2459,"Doubleback, Cabernet Sauvignon, Walla Walla Valley",67468,Walla Walla Valley,Red,,Washington,Usa,,2010,False,93.14,B,5
2460,"Cardinale Estate, Napa Valley",25943,Napa Valley,Red,,California,Usa,,2010,False,93.12,B,5
2461,"Betz Family Winery, Pere De Famille Cabernet Sauvignon, Columbia Valley",11660,Columbia Valley,Red,,Washington,Usa,,2011,False,92.05,C+,5
2462,"Mt. Brave, Cabernet Sauvignon, Mount Veeder",108046,Mount Veeder,Red,,California,Usa,,2010,False,90.77,B+,6
2463,"Elyse Winery, Morisoli Vineyard Cabernet Sauvignon, Napa Valley",69637,Napa Valley,Red,,California,Usa,,2008,False,90.72,B+,4
2464,"La Jota Vineyard, Cabernet Sauvignon, Howell Mountain",92780,Howell Mountain,Red,,California,Usa,,2011,False,90.66,B,6
2465,"Etude, Cabernet Sauvignon, Napa Valley",71017,Napa Valley,Red,,California,Usa,,2010,False,90.06,B+,6
2466,"Cade, Cabernet Sauvignon, Howell Mountain",23195,Howell Mountain,Red,,California,Usa,,2010,False,88.63,B+,5
2467,"Barnett Vineyards, Spring Mountain District Cabernet Sauvignon, Napa Valley",8651,Napa Valley,Red,,California,Usa,,2011,False,87.98,B,4
2468,"Freemark Abbey, Napa Valley Cabernet Sauvignon, Napa Valley",76836,Napa Valley,Red,,California,Usa,,2010,False,87.88,B,5
2469,"Stags' Leap Winery, The Leap Estate Grown Cabernet Sauvignon, Napa Valley",129830,Napa Valley,Red,,California,Usa,,2010,False,87.64,B+,3
2470,"Colgin Cellars, Cariad Red, Napa Valley",44618,Napa Valley,Red,,California,Usa,,2002,False,97.4,B+,3
2471,"Larkmead Vineyards, Cabernet Sauvignon, Napa Valley",94120,Napa Valley,Red,,California,Usa,,2010,False,95.82,B,4
2472,"Philip Togni Vineyard, Cabernet Sauvignon, Napa Valley",115154,Napa Valley,Red,,California,Usa,,1994,False,94.39,C+,3
2473,"Diamond Creek, Gravelly Meadow Cabernet Sauvignon, Napa Valley",50661,Napa Valley,Red,,California,Usa,,2010,False,93.0,A,5
2474,"Cardinale Estate, Napa Valley",25943,Napa Valley,Red,,California,Usa,,2011,False,92.45,C+,4
2475,"Philip Togni Vineyard, Cabernet Sauvignon, Napa Valley",115154,Napa Valley,Red,,California,Usa,,2004,False,92.43,C+,4
2476,"Spottswoode, Lyndenhurst Cabernet Sauvignon, St Helena",129357,St Helena,Red,,California,Usa,,2011,False,92.37,B+,3
2477,"Freemark Abbey, 'Sycamore' Cabernet Sauvignon, Rutherford",76828,Rutherford,Red,,California,Usa,,2004,False,91.8,C,3
2478,"Hobel Wine Works, Cabernet Sauvignon, Napa Valley",83999,Napa Valley,Red,,California,Usa,,2011,False,91.62,B,3
2479,"Ovid, Napa Valley Red Wine, Napa Valley",111513,Napa Valley,Red,,California,Usa,,2006,False,91.54,B+,4
2480,"Freemark Abbey, 'Sycamore' Cabernet Sauvignon, Rutherford",76828,Rutherford,Red,,California,Usa,,2010,False,91.22,B,4
2481,"Amuse Bouche, Proprietary Red, Napa Valley",3955,Napa Valley,Red,,California,Usa,,2010,False,91.04,A+,5
2482,"Amuse Bouche, Proprietary Red, Napa Valley",3955,Napa Valley,Red,,California,Usa,,2007,False,90.73,A,3
2483,"Larkmead Vineyards, Cabernet Sauvignon, Napa Valley",94120,Napa Valley,Red,,California,Usa,,2011,False,90.53,B,4
2484,"Amuse Bouche, Proprietary Red, Napa Valley",3955,Napa Valley,Red,,California,Usa,,2011,False,89.76,C+,3
2485,"Silverado Vineyards, Solo Cabernet Sauvignon, Stags Leap District",127659,Stags Leap District,Red,,California,Usa,,2002,False,89.54,C,4
2486,"Robert Mondavi Winery, Cabernet Sauvignon, Napa Valley",121413,Napa Valley,Red,,California,Usa,,2010,False,89.42,B,6
2487,"Saintsbury, Stanly Ranch Pinot Noir, Carneros",123840,Carneros,Red,,California,Usa,,2011,False,89.34,B,5
2488,"Saintsbury, Brown Ranch Pinot Noir, Carneros",123828,Carneros,Red,,California,Usa,,2011,False,88.44,B,3
2489,"Saintsbury, Toyon Farm Pinot Noir, Carneros",123842,Carneros,Red,,California,Usa,,2011,False,87.64,B+,4
2490,"Elyse Winery, York Creek Vineyard Petite Sirah, Spring Mountain District",69646,Spring Mountain District,Red,,California,Usa,,2010,False,87.37,B,3
2491,"Ridge Vineyards, Geyserville Zinfandel, Alexander Valley",120777,Alexander Valley,Red,,California,Usa,,1994,False,90.44,B,3
2492,"Marimar Estate, Don Miguel Vineyard Cristina Pinot Noir, Russian River Valley",101918,Russian River Valley,Red,,California,Usa,,2009,False,90.43,A,4
2493,"Marimar Estate, 'Mas Cavalls' Dona Margarita Vineyard Pinot Noir, Sonoma Coast",101914,Sonoma Coast,Red,,California,Usa,,2010,False,89.38,B,4
2494,"Joseph Phelps Vineyards, Insignia, Napa Valley",89577,Napa Valley,Red,,California,Usa,,1991,False,98.13,B,3
2495,"Joseph Phelps Vineyards, Backus Vineyard Cabernet Sauvignon, Oakville",89560,Oakville,Red,,California,Usa,,2011,False,93.68,B,3
2496,"Mayacamas Vineyards, Cabernet Sauvignon, Napa Valley",103766,Napa Valley,Red,,California,Usa,,1976,False,89.55,C,4
2497,"Mayacamas Vineyards, Cabernet Sauvignon, Napa Valley",103766,Napa Valley,Red,,California,Usa,,1985,False,89.2,C,3
2498,"Mayacamas Vineyards, Cabernet Sauvignon, Napa Valley",103766,Napa Valley,Red,,California,Usa,,1992,False,88.45,B,3
2499,"Delille Cellars, Chaleur Estate, Yakima Valley",50043,Yakima Valley,Red,,Washington,Usa,,2010,False,92.82,B+,3
2500,"Avennia, Sestina Red, Columbia Valley",7252,Columbia Valley,Red,,Washington,Usa,,2011,False,92.47,B,4
2501,"Betz Family Winery, La Cote Patriarche Syrah, Yakima Valley",11657,Yakima Valley,Red,,Washington,Usa,,2011,False,92.12,B,5
2502,"Dana Estates, Lotus Vineyard Cabernet Sauvignon, Napa Valley",48402,Napa Valley,Red,,California,Usa,,2010,False,99.08,B,3
2503,"Dana Estates, Hershey Vineyard Cabernet Sauvignon, Howell Mountain",48400,Howell Mountain,Red,,California,Usa,,2010,False,97.15,C+,3
2504,"Araujo Estate, Eisele Vineyard Cabernet Sauvignon, Napa Valley",5550,Napa Valley,Red,,California,Usa,,2010,False,96.7,B,4
2505,"Colgin Cellars, Cariad Red, Napa Valley",44618,Napa Valley,Red,,California,Usa,,2010,False,96.38,B,7
2506,"Bryant Family Vineyard, Bettina Proprietary Red, Napa Valley",22243,Napa Valley,Red,,California,Usa,,2010,False,95.34,B+,5
2507,"Dana Estates, Helms Vineyard Cabernet Sauvignon, Rutherford",48399,Rutherford,Red,,California,Usa,,2010,False,95.15,B,4
2508,"Caymus Vineyards, Special Selection Cabernet Sauvignon, Napa Valley",30130,Napa Valley,Red,,California,Usa,,2010,False,94.83,B,5
2509,"Araujo Estate, Eisele Vineyard Cabernet Sauvignon, Napa Valley",5550,Napa Valley,Red,,California,Usa,,1991,False,94.78,C+,4
2510,"Futo Estate, Oakville",77302,Oakville,Red,,California,Usa,,2009,False,94.72,B,6
2511,"Araujo Estate, Eisele Vineyard Cabernet Sauvignon, Napa Valley",5550,Napa Valley,Red,,California,Usa,,2011,False,94.68,B,3
2512,"Caymus Vineyards, Special Selection Cabernet Sauvignon, Napa Valley",30130,Napa Valley,Red,,California,Usa,,2003,False,93.51,B+,4
2513,"Dalla Valle Vineyards, Maya, Napa Valley",48290,Napa Valley,Red,,California,Usa,,2000,False,93.46,B,5
2514,"Dominus Estate, Christian Moueix, Napa Valley",67008,Napa Valley,Red,,California,Usa,,2006,False,93.31,B,8
2515,"Shafer Vineyards, Relentless, Napa Valley",126752,Napa Valley,Red,,California,Usa,,2010,False,93.26,B,6
2516,"Dana Estates, Lotus Vineyard Cabernet Sauvignon, Napa Valley",48402,Napa Valley,Red,,California,Usa,,2011,False,93.13,C+,4
2517,"Dalla Valle Vineyards, Maya, Napa Valley",48290,Napa Valley,Red,,California,Usa,,1998,False,93.09,B,5
2518,"Araujo Estate, Altagracia Red, Napa Valley",5548,Napa Valley,Red,,California,Usa,,2010,False,92.36,C+,4
2519,"Shafer Vineyards, One Point Five Cabernet Sauvignon, Stags Leap District",126748,Stags Leap District,Red,,California,Usa,,2010,False,91.81,B+,8
2520,"Viader, Red Blend, Napa Valley",139371,Napa Valley,Red,,California,Usa,,2011,False,91.29,B,3
2521,"Shafer Vineyards, Merlot, Napa Valley",126747,Napa Valley,Red,,California,Usa,,2010,False,91.15,B+,5
2522,"Quintessa, Rutherford",118360,Rutherford,Red,,California,Usa,,2007,False,90.99,B,5
2523,"Araujo Estate, Altagracia Red, Napa Valley",5548,Napa Valley,Red,,California,Usa,,2011,False,90.63,A,4
2524,"Viader, Red Blend, Napa Valley",139371,Napa Valley,Red,,California,Usa,,2006,False,89.88,C+,3
2525,"Shafer Vineyards, Merlot, Napa Valley",126747,Napa Valley,Red,,California,Usa,,2011,False,87.54,B+,5
2526,"Kongsgaard, Cabernet Sauvignon, Napa Valley",91584,Napa Valley,Red,,California,Usa,,2009,False,95.3,C+,3
2527,"Kongsgaard, The Fimasaurus, Napa Valley",91590,Napa Valley,Red,,California,Usa,,2009,False,93.03,A,3
2528,"Dominus Estate, Christian Moueix, Napa Valley",67008,Napa Valley,Red,,California,Usa,,1987,False,91.94,B,5
2529,"Betz Family Winery, Pere De Famille Cabernet Sauvignon, Columbia Valley",11660,Columbia Valley,Red,,Washington,Usa,,2010,False,94.98,B,5
2530,"Evening Land, Gold Label 'Seven Springs Vineyard - La Source' Pinot Noir, Eola-Amity Hills",71162,Eola-Amity Hills,Red,,Oregon,Usa,,2010,False,93.49,B,5
2531,"Betz Family Winery, Clos De Betz, Columbia Valley",11655,Columbia Valley,Red,,Washington,Usa,,2010,False,92.9,B,5
2532,"Betz Family Winery, Clos De Betz, Columbia Valley",11655,Columbia Valley,Red,,Washington,Usa,,2011,False,91.69,B,4
2533,"Andrew Will Winery, Two Blondes Vineyard Red, Yakima Valley",4560,Yakima Valley,Red,,Washington,Usa,,2010,False,91.36,A+,4
2534,"Chalk Hill Estate, Red Proprietary Blend, Chalk Hill",31202,Chalk Hill,Red,,California,Usa,,2010,False,90.36,A+,3
2535,"Evening Land, Silver Label 'Seven Springs Vineyard' Pinot Noir, Eola-Amity Hills",71170,Eola-Amity Hills,Red,,Oregon,Usa,,2011,False,90.05,C+,6
2536,"Domaine Serene, 'Jerusalem Hill Vineyard' Pinot Noir, Eola-Amity Hills",65480,Eola-Amity Hills,Red,,Oregon,Usa,,2010,False,90.03,C+,3
2537,"Evening Land, Eola-Amity Hills Pinot Noir, Oregon",71161,Oregon,Red,,Oregon,Usa,,2011,False,89.1,B,4
2538,"Turnbull Wine Cellars, Fortuna Vineyard Cabernet Sauvignon, Oakville",137299,Oakville,Red,,California,Usa,,2010,False,94.26,C,4
2539,"Betz Family Winery, La Cote Rousse Syrah, Red Mountain",11658,Red Mountain,Red,,Washington,Usa,,2011,False,92.73,B+,4
2540,"Betz Family Winery, La Serenne Syrah, Yakima Valley",11659,Yakima Valley,Red,,Washington,Usa,,2011,False,91.56,B,4
2541,"Betz Family Winery, Besoleil, Columbia Valley",11654,Columbia Valley,Red,,Washington,Usa,,2011,False,90.95,B+,4
2542,"Marcassin, Marcassin Vineyard' Pinot Noir, Sonoma Coast",101641,Sonoma Coast,Red,,California,Usa,,1998,False,96.12,B,3
2543,"Marcassin, Marcassin Vineyard' Pinot Noir, Sonoma Coast",101641,Sonoma Coast,Red,,California,Usa,,1996,False,96.02,C+,4
2544,"Marcassin, Marcassin Vineyard' Pinot Noir, Sonoma Coast",101641,Sonoma Coast,Red,,California,Usa,,2002,False,94.67,C,4
2545,"Marcassin, Marcassin Vineyard' Pinot Noir, Sonoma Coast",101641,Sonoma Coast,Red,,California,Usa,,2000,False,94.57,C,4
2546,"Marcassin, Marcassin Vineyard' Pinot Noir, Sonoma Coast",101641,Sonoma Coast,Red,,California,Usa,,1997,False,94.51,B,4
2547,"Marcassin, Marcassin Vineyard' Pinot Noir, Sonoma Coast",101641,Sonoma Coast,Red,,California,Usa,,1999,False,93.87,B,3
2548,"Marcassin, Marcassin Vineyard' Pinot Noir, Sonoma Coast",101641,Sonoma Coast,Red,,California,Usa,,2004,False,93.15,C,4
2549,"Marcassin, Marcassin Vineyard' Pinot Noir, Sonoma Coast",101641,Sonoma Coast,Red,,California,Usa,,2001,False,92.23,C,5
2550,"Mark Ryan Winery, Long Haul Proprietary Red, Red Mountain",102003,Red Mountain,Red,,Washington,Usa,,2011,False,90.48,B,3
2551,"Marcassin, Marcassin Vineyard' Pinot Noir, Sonoma Coast",101641,Sonoma Coast,Red,,California,Usa,,2005,False,89.64,C,3
2552,"Joseph Phelps Vineyards, Freestone Pastorale Vineyard Pinot Noir, Sonoma Coast",89572,Sonoma Coast,Red,,California,Usa,,2011,False,90.6,C+,5
2553,"Joseph Phelps Vineyards, Freestone Quarter Moon Vineyard Pinot Noir, Sonoma Coast",89574,Sonoma Coast,Red,,California,Usa,,2011,False,90.45,B,5
2554,"Evening Land, Gold Label 'Seven Springs Vineyard - La Source' Pinot Noir, Eola-Amity Hills",71162,Eola-Amity Hills,Red,,Oregon,Usa,,2011,False,89.36,C+,4
2555,"Joseph Phelps Vineyards, Freestone Pinot Noir, Sonoma Coast",89573,Sonoma Coast,Red,,California,Usa,,2011,False,89.29,B,5
2556,"Paul Hobbs, Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Oakville",113412,Oakville,Red,,California,Usa,,2010,False,96.89,A,4
2557,"Juslyn Vineyards, Cabernet Sauvignon, Spring Mountain District",89942,Spring Mountain District,Red,,California,Usa,,2010,False,92.23,C+,3
2558,"Bergstrom Wines, Bergstrom Vineyard Pinot Noir, Dundee Hills",10947,Dundee Hills,Red,,Oregon,Usa,,2011,False,92.11,A,4
2559,"Mayacamas Vineyards, Cabernet Sauvignon, Napa Valley",103766,Napa Valley,Red,,California,Usa,,1978,False,92.05,C,3
2560,"Juslyn Vineyards, Cabernet Sauvignon, Spring Mountain District",89942,Spring Mountain District,Red,,California,Usa,,2009,False,90.4,C,3
2561,"Juslyn Vineyards, Perry'S Blend, Spring Mountain District",89944,Spring Mountain District,Red,,California,Usa,,2010,False,89.37,B,3
2562,"Crossbarn By Paul Hobbs, Anderson Valley Pinot Noir, California",47375,California,Red,,California,Usa,,2012,False,89.03,B+,3
2563,"Turnbull Wine Cellars, Leopoldina Vineyard Cabernet Franc, Oakville",137301,Oakville,Red,,California,Usa,,2010,False,89.98,C,3
2564,"Colgin Cellars, Cariad Red, Napa Valley",44618,Napa Valley,Red,,California,Usa,,2009,False,95.46,B,5
2565,"Kapcsandy Family Winery, State Lane Vineyard Grand-Vin Cabernet Sauvignon, Napa Valley",90240,Napa Valley,Red,,California,Usa,,2010,False,95.06,C,3
2566,"Kapcsandy Family Winery, State Lane Vineyard Estate Cuvee, Napa Valley",90239,Napa Valley,Red,,California,Usa,,2010,False,94.39,C,3
2567,"Larkmead Vineyards, Firebelle Red, Napa Valley",94121,Napa Valley,Red,,California,Usa,,2010,False,93.15,A,3
2568,"Harlan Estate, The Maiden, Napa Valley",81981,Napa Valley,Red,,California,Usa,,2010,False,93.04,B+,4
2569,"Robert Craig Winery, Mount Veeder Cabernet Sauvignon, Napa Valley",121298,Napa Valley,Red,,California,Usa,,2010,False,92.88,A+,4
2570,"Venge Vineyards Family Reserve Oakville Estate, Cabernet Sauvignon, Napa Valley",138898,Napa Valley,Red,,California,Usa,,2010,False,92.54,B,4
2571,"Alpha Omega, Stagecoach Vineyard Cabernet Sauvignon, Atlas Peak",3232,Atlas Peak,Red,,California,Usa,,2010,False,91.38,C+,4
2572,"Robert Craig Winery, Howell Mountain Cabernet Sauvignon, Napa Valley",121297,Napa Valley,Red,,California,Usa,,2011,False,91.35,B,4
2573,"Alpha Omega, Beckstoffer To-Kalon Vineyard Cabernet Sauvignon, Napa Valley",3219,Napa Valley,Red,,California,Usa,,2010,False,91.0,B,6
2574,"Robert Craig Winery, Affinity Cabernet Sauvignon, Napa Valley",121292,Napa Valley,Red,,California,Usa,,2010,False,91.0,B,5
2575,"Cade Estate, Cabernet Sauvignon, Howell Mountain",23193,Howell Mountain,Red,,California,Usa,,2010,False,90.99,B+,6
2576,"Dominus Estate, Napanook, Napa Valley",67009,Napa Valley,Red,,California,Usa,,2010,False,90.99,B,7
2577,"Alpha Omega, Era Red, Napa Valley",3222,Napa Valley,Red,,California,Usa,,2010,False,90.83,C+,5
2578,"Alpha Omega, Beckstoffer To-Kalon Vineyard Cabernet Sauvignon, Napa Valley",3219,Napa Valley,Red,,California,Usa,,2011,False,90.75,B,3
2579,"Alpha Omega, Beckstoffer Georges III Cabernet Sauvignon, Rutherford",3215,Rutherford,Red,,California,Usa,,2010,False,90.67,B,5
2580,"Alpha Omega, Beckstoffer Missouri Hopper Cabernet Sauvignon, Oakville",3217,Oakville,Red,,California,Usa,,2010,False,90.51,B+,5
2581,"Caymus Vineyards, Cabernet Sauvignon, Napa Valley",30127,Napa Valley,Red,,California,Usa,,2011,False,90.18,B,4
2582,"Alpha Omega, Beckstoffer Georges III Cabernet Sauvignon, Rutherford",3215,Rutherford,Red,,California,Usa,,2011,False,90.01,A+,3
2583,"Turnbull Wine Cellars, Oakville Cabernet Sauvignon, California",137303,California,Red,,California,Usa,,2010,False,89.82,B,4
2584,"Oakville Ranch, Cabernet Sauvignon, Napa Valley",110270,Napa Valley,Red,,California,Usa,,2010,False,89.51,B+,7
2585,"Crossbarn By Paul Hobbs, Napa Valley Cabernet Sauvignon, Napa Valley",47378,Napa Valley,Red,,California,Usa,,2011,False,89.25,B,3
2586,"Alpha Omega, Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon, Napa Valley",3214,Napa Valley,Red,,California,Usa,,2011,False,89.0,B+,3
2587,"Alpha Omega, Stagecoach Vineyard Cabernet Sauvignon, Atlas Peak",3232,Atlas Peak,Red,,California,Usa,,2011,False,88.9,C+,3
2588,"Cenyth, Sonoma County",30920,Sonoma County,Red,,California,Usa,,2011,False,88.59,B,4
2589,"Alpha Omega, Cabernet Sauvignon, Napa Valley",3220,Napa Valley,Red,,California,Usa,,2011,False,88.04,A,4
2590,"Larkmead Vineyards, Firebelle Red, Napa Valley",94121,Napa Valley,Red,,California,Usa,,2011,False,87.92,B+,4
2591,"Duckhorn Vineyards, Cabernet Sauvignon, Napa Valley",68056,Napa Valley,Red,,California,Usa,,2010,False,87.51,B,5
2592,"Ackerman Family Vineyards, Cabernet Sauvignon, Napa Valley",919,Napa Valley,Red,,California,Usa,,2011,False,84.81,C,3
2593,"Outpost, True Vineyard' Cabernet Sauvignon, Howell Mountain",111477,Howell Mountain,Red,,California,Usa,,2011,False,95.5,A+,3
2594,"Lokoya Winery, Cabernet Sauvignon, Spring Mountain District",97274,Spring Mountain District,Red,,California,Usa,,2011,False,93.94,B,3
2595,"Morlet Family Vineyards Estate, Cabernet Sauvignon, St Helena",107388,St Helena,Red,,California,Usa,,2011,False,92.98,A+,3
2596,"Nickel & Nickel, State Ranch Cabernet Sauvignon, Yountville",109208,Yountville,Red,,California,Usa,,2010,False,92.97,B,3
2597,"Flowers, Camp Meeting Ridge Pinot Noir, Sonoma Coast",74776,Sonoma Coast,Red,,California,Usa,,2011,False,92.97,A+,3
2598,"Outpost, Cabernet Sauvignon, Howell Mountain",111472,Howell Mountain,Red,,California,Usa,,2011,False,92.76,B,3
2599,"Lokoya Winery, Cabernet Sauvignon, Diamond Mountain District",97273,Diamond Mountain District,Red,,California,Usa,,2011,False,92.41,C,3
2600,"Kongsgaard, The Fimasaurus, Napa Valley",91590,Napa Valley,Red,,California,Usa,,2011,False,92.41,C+,3
2601,"Ridge Vineyards, Monte Bello, Santa Cruz Mountains",120786,Santa Cruz Mountains,Red,,California,Usa,,2004,False,92.38,C+,6
2602,"Morlet Family Vineyards, Coeur De Vallee Cabernet Sauvignon, Oakville",107391,Oakville,Red,,California,Usa,,2011,False,92.23,B,3
2603,"Nickel & Nickel, John C. Sullenger Vineyard Cabernet Sauvignon, Oakville",109199,Oakville,Red,,California,Usa,,2010,False,92.22,A,4
2604,"Nickel & Nickel, Branding Iron Vineyard Cabernet Sauvignon, Oakville",109189,Oakville,Red,,California,Usa,,2010,False,92.12,B,4
2605,"Kongsgaard, Cabernet Sauvignon, Napa Valley",91584,Napa Valley,Red,,California,Usa,,2011,False,91.98,B,3
2606,"Paul Hobbs, Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Oakville",113412,Oakville,Red,,California,Usa,,2011,False,91.98,B,3
2607,"Nickel & Nickel, Hayne Vineyard Cabernet Sauvignon, St Helena",109198,St Helena,Red,,California,Usa,,2010,False,91.93,A,6
2608,"O'Shaughnessy Estate Winery, Mount Veeder Cabernet Sauvignon, Napa Valley",110039,Napa Valley,Red,,California,Usa,,2011,False,91.86,B,3
2609,"Favia, Cerro Sur, Napa Valley",72715,Napa Valley,Red,,California,Usa,,2011,False,91.86,B,3
2610,"Morlet Family Vineyards, Passionement Cabernet Sauvignon, Oakville",107400,Oakville,Red,,California,Usa,,2011,False,91.67,B+,3
2611,"Pahlmeyer, Proprietary Red, Napa Valley",111900,Napa Valley,Red,,California,Usa,,2011,False,91.55,C+,3
2612,"Pine Ridge Vineyards, Howell Mountain Cabernet Sauvignon, Napa Valley",116334,Napa Valley,Red,,California,Usa,,2009,False,91.44,C+,5
2613,"Flora Springs, Rutherford Hillside Reserve Cabernet Sauvignon, Napa Valley",74745,Napa Valley,Red,,California,Usa,,2010,False,91.37,C+,4
2614,"Pine Ridge Vineyards, Fortis, Napa Valley",116333,Napa Valley,Red,,California,Usa,,2009,False,91.26,C+,4
2615,"Flora Springs, Rennie Reserve Cabernet Sauvignon, St Helena",74743,St Helena,Red,,California,Usa,,2010,False,91.21,C+,4
2616,"Morlet Family Vineyards, Mon Chevalier Cabernet Sauvignon, Knights Valley",107399,Knights Valley,Red,,California,Usa,,2011,False,91.12,A+,3
2617,"Outpost, Zinfandel, Howell Mountain",111478,Howell Mountain,Red,,California,Usa,,2011,False,91.04,A,4
2618,"Ridge Vineyards Lytton Estate, Petite Sirah, Dry Creek Valley",120762,Dry Creek Valley,Red,,California,Usa,,2011,False,91.01,B,5
2619,"Flora Springs, Trilogy, Napa Valley",74749,Napa Valley,Red,,California,Usa,,2010,False,90.87,A+,3
2620,"Pahlmeyer, Merlot, Napa Valley",111896,Napa Valley,Red,,California,Usa,,2011,False,90.61,C+,3
2621,"Nickel & Nickel, C.C. Ranch Cabernet Sauvignon, Rutherford",109190,Rutherford,Red,,California,Usa,,2010,False,90.53,B+,5
2622,"Ramey Wine Cellars, Cabernet Sauvignon, Napa Valley",118756,Napa Valley,Red,,California,Usa,,2010,False,90.49,C+,3
2623,"Ridge Vineyards, Lytton Springs, Dry Creek Valley",120782,Dry Creek Valley,Red,,California,Usa,,2011,False,90.29,C+,4
2624,"Cenyth, Sonoma County",30920,Sonoma County,Red,,California,Usa,,2009,False,90.15,B,3
2625,"Pine Ridge Vineyards, Oakville Cabernet Sauvignon, Napa Valley",116339,Napa Valley,Red,,California,Usa,,2009,False,89.98,C+,3
2626,"Gemstone Vineyard Estate, Cabernet Sauvignon, Yountville",78113,Yountville,Red,,California,Usa,,2011,False,89.74,C+,3
2627,"Pine Ridge Vineyards, Stags Leap District Cabernet Sauvignon, Napa Valley",116344,Napa Valley,Red,,California,Usa,,2009,False,89.66,C,3
2628,"Mayacamas Vineyards, Merlot, Napa Valley",103769,Napa Valley,Red,,California,Usa,,2007,False,89.4,C,3
2629,"Flora Springs, Wild Boar Vineyard Cabernet Sauvignon, Napa Valley",74750,Napa Valley,Red,,California,Usa,,2010,False,89.32,B+,4
2630,"Pine Ridge Vineyards, Rutherford Cabernet Sauvignon, Napa Valley",116343,Napa Valley,Red,,California,Usa,,2009,False,89.26,C+,3
2631,"Round Pond Estate, Cabernet Sauvignon, Rutherford",122854,Rutherford,Red,,California,Usa,,2011,False,88.82,C+,4
2632,"Pine Ridge Vineyards, Napa Valley Cabernet Sauvignon, Napa Valley",116338,Napa Valley,Red,,California,Usa,,2009,False,88.7,C+,4
2633,"Joseph Phelps Vineyards, Syrah, Napa Valley",89581,Napa Valley,Red,,California,Usa,,2011,False,88.3,B,3
2634,"Grgich Hills Estate, Yountville Selection Cabernet Sauvignon, Napa Valley",80589,Napa Valley,Red,,California,Usa,,2009,False,88.21,A+,4
2635,"Ramey Wine Cellars, Claret, Napa Valley",118761,Napa Valley,Red,,California,Usa,,2011,False,87.82,B+,3
2636,"Truchard Vineyards, Cabernet Sauvignon, Carneros",136964,Carneros,Red,,California,Usa,,2010,False,86.75,B,3
