wine,wine_id,appellation,color,wine_type,regions,country,classification,vintage,is_primeurs,score,confidence_index,journalist_count
"Peter Michael Winery, Coeur A Coeur White Blend, White, Knights Valley",114822,Knights Valley,White,dry,California,Usa,,2013,False,90.34,C,3
"Peter Michael Winery, L'Apres-Midi Sauvignon Blanc, White, Knights Valley",114824,Knights Valley,White,dry,California,Usa,,2013,False,91.81,C,3
"Beringer Vineyards, Private Reserve Chardonnay, White, Napa Valley",11030,Napa Valley,White,dry,California,Usa,,2013,False,90.91,C+,3
"Duckhorn Vineyards, Chardonnay, White, Napa Valley",68059,Napa Valley,White,dry,California,Usa,,2013,False,88.08,A+,3
"Mount Eden Vineyards, Chardonnay, White, Santa Cruz Mountains",107658,Santa Cruz Mountains,White,dry,California,Usa,,2012,False,95.17,B,3
"Mount Eden Vineyards, Chardonnay, White, Santa Cruz Mountains",107658,Santa Cruz Mountains,White,dry,California,Usa,,2010,False,91.61,B,4
"Aubert Wines, Sugar Shack Estate Chardonnay, White, Napa Valley",6875,Napa Valley,White,dry,California,Usa,,2013,False,95.89,B,3
"Aubert Wines, Larry Hyde & Sons Vineyard Chardonnay, White, Carneros",6880,Carneros,White,dry,California,Usa,,2013,False,94.87,A+,3
"Venge Vineyards, Maldonado Vineyard Dijon Clones Chardonnay, White, Napa Valley",138906,Napa Valley,White,dry,California,Usa,,2013,False,91.31,C+,3
"Grgich Hills Estate, Paris Tasting Commemorative Chardonnay, White, Napa Valley",80587,Napa Valley,White,dry,California,Usa,,2012,False,89.19,A,3
"Larkmead Vineyards, Lillie Sauvignon Blanc, White, Napa Valley",94122,Napa Valley,White,dry,California,Usa,,2013,False,88.93,B,4
"Peter Michael Winery, Belle Cote Chardonnay, White, Sonoma County",114819,Sonoma County,White,dry,California,Usa,,2002,False,95.07,A,4
"Paul Hobbs, Cuvee Agustina Richard Dinner Vineyard Chardonnay, White, Sonoma Mountain",113415,Sonoma Mountain,White,dry,California,Usa,,2012,False,93.28,A+,5
"Paul Hobbs, Ulises Valdez Vineyard Chardonnay, White, Russian River Valley",113430,Russian River Valley,White,dry,California,Usa,,2012,False,92.57,A+,5
"Joseph Phelps Vineyards, Freestone Chardonnay, White, Sonoma Coast",89569,Sonoma Coast,White,dry,California,Usa,,2013,False,91.23,B,4
"The Prisoner Wine Co., Blindfold White Blend, White, California",134198,California,White,dry,California,Usa,,2013,False,89.05,B+,3
"Matanzas Creek, Helena Bench Sauvignon Blanc, White, Knights Valley",103399,Knights Valley,White,dry,California,Usa,,2013,False,89.97,B,3
"Ridge Vineyards, Monte Bello Chardonnay, White, Santa Cruz Mountains",120785,Santa Cruz Mountains,White,dry,California,Usa,,2004,False,94.56,A,3
"Smith Madrone, Riesling, White, Spring Mountain District",128413,Spring Mountain District,White,dry,California,Usa,,2013,False,90.44,B,3
"Delille Cellars, Chaleur Estate Blanc, White, Columbia Valley",50042,Columbia Valley,White,dry,Washington,Usa,,2013,False,91.62,C,3
"Peter Michael Winery, Cuvee Indigene Chardonnay, White, Sonoma County",114823,Sonoma County,White,dry,California,Usa,,2012,False,96.42,C+,3
"Ramey Wine Cellars, Hyde Vineyard Chardonnay, White, Carneros",118765,Carneros,White,dry,California,Usa,,2012,False,93.07,B,4
"Martinelli, Road' Chardonnay, White, Russian River Valley",102662,Russian River Valley,White,dry,California,Usa,,2012,False,92.85,B+,3
"Evening Land, White Label 'Seven Springs Vineyard - Summum' Chardonnay, White, Eola-Amity Hills",71176,Eola-Amity Hills,White,dry,Oregon,Usa,,2012,False,93.44,C+,4
"Evening Land, Gold Label Seven Springs Vineyard La Source Chardonnay, White, Eola-Amity Hills",71165,Eola-Amity Hills,White,dry,Oregon,Usa,,2012,False,92.64,C+,4
"Evening Land, Gold Label Seven Springs Vineyard Chardonnay, White, Eola-Amity Hills",71164,Eola-Amity Hills,White,dry,Oregon,Usa,,2012,False,90.68,C+,4
"Peter Michael Winery, Point Rouge Chardonnay, White, Sonoma County",114834,Sonoma County,White,dry,California,Usa,,2005,False,96.18,A,3
"Peter Michael Winery, Cuvee Indigene Chardonnay, White, Sonoma County",114823,Sonoma County,White,dry,California,Usa,,2009,False,95.17,B+,4
"Peter Michael Winery, Ma Belle-Fille Chardonnay, White, Knights Valley",114830,Knights Valley,White,dry,California,Usa,,2007,False,94.17,B,4
"Paul Hobbs, Ulises Valdez Vineyard Chardonnay, White, Russian River Valley",113430,Russian River Valley,White,dry,California,Usa,,2009,False,94.1,B+,5
"Peter Michael Winery, La Carriere Chardonnay, White, Knights Valley",114826,Knights Valley,White,dry,California,Usa,,2008,False,93.91,B+,4
"Peter Michael Winery, Cuvee Indigene Chardonnay, White, Sonoma County",114823,Sonoma County,White,dry,California,Usa,,2001,False,93.54,A+,4
"Peter Michael Winery, Ma Belle-Fille Chardonnay, White, Knights Valley",114830,Knights Valley,White,dry,California,Usa,,2009,False,92.94,B,7
"Peter Michael Winery, La Carriere Chardonnay, White, Knights Valley",114826,Knights Valley,White,dry,California,Usa,,2009,False,92.7,B,7
"Kistler Vineyards, Hyde Vineyard Chardonnay, White, Carneros",91299,Carneros,White,dry,California,Usa,,2009,False,92.44,C+,4
"Morlet Family Vineyards, Coup De Coeur Chardonnay, White, Sonoma County",107393,Sonoma County,White,dry,California,Usa,,2009,False,92.22,C,4
"Peter Michael Winery, L'Apres-Midi Sauvignon Blanc, White, Knights Valley",114824,Knights Valley,White,dry,California,Usa,,2010,False,92.11,B,6
"Kistler Vineyards, Hudson Vineyard Chardonnay, White, Carneros",91298,Carneros,White,dry,California,Usa,,2001,False,91.73,C,4
"Peter Michael Winery, L'Apres-Midi Sauvignon Blanc, White, Knights Valley",114824,Knights Valley,White,dry,California,Usa,,2011,False,90.99,B,5
"Kongsgaard, The Judge Chardonnay, White, Napa Valley",91591,Napa Valley,White,dry,California,Usa,,2012,False,96.87,A+,4
"Kongsgaard, Chardonnay, White, Napa Valley",91585,Napa Valley,White,dry,California,Usa,,2012,False,93.87,B,5
"Kistler Vineyards, Hudson Vineyard Chardonnay, White, Carneros",91298,Carneros,White,dry,California,Usa,,2012,False,93.6,B,3
"Paul Hobbs, Edward James Estate Chardonnay, White, Russian River Valley",113417,Russian River Valley,White,dry,California,Usa,,2012,False,91.93,B,5
"Ridge Vineyards, Monte Bello Chardonnay, White, Santa Cruz Mountains",120785,Santa Cruz Mountains,White,dry,California,Usa,,2011,False,90.74,C+,3
"Grgich Hills Estate, 'Essence' Sauvignon Blanc, White, Napa Valley",80577,Napa Valley,White,dry,California,Usa,,2013,False,86.99,C+,3
"Ferrari-Carano, Fume Blanc, White, Sonoma County",73121,Sonoma County,White,dry,California,Usa,,2013,False,86.63,C+,3
"Stag'S Leap Wine Cellars, Karia Chardonnay, White, Napa Valley",129796,Napa Valley,White,dry,California,Usa,,2013,False,86.46,B,3
"Stag'S Leap Wine Cellars, Aveta Sauvignon Blanc, White, Napa Valley",129780,Napa Valley,White,dry,California,Usa,,2013,False,85.68,A,3
"Freemark Abbey, Chardonnay, White, Napa Valley",76832,Napa Valley,White,dry,California,Usa,,2013,False,89.77,B+,3
"Marimar Estate, 'Acero' Don Miguel Vineyard Chardonnay, White, Russian River Valley",101910,Russian River Valley,White,dry,California,Usa,,2013,False,85.91,A+,3
"Domaine Serene, 'Evenstad Reserve' Chardonnay, White, Dundee Hills",65476,Dundee Hills,White,dry,Oregon,Usa,,2010,False,90.48,B,4
"Domaine Serene, 'Dijon Clones - Cote Sud Vineyard' Chardonnay, White, Willamette Valley",65475,Willamette Valley,White,dry,Oregon,Usa,,2002,False,89.22,C+,3
"Elyse Winery, L'Ingenue Naggiar Vineyard White Rhone Blend, White, Sierra Foothills",69634,Sierra Foothills,White,dry,California,Usa,,2012,False,88.19,B,3
"Peter Michael Winery, La Carriere Chardonnay, White, Knights Valley",114826,Knights Valley,White,dry,California,Usa,,2012,False,94.34,B,4
"Paul Hobbs, Ellen Lane Estate Vineyard Chardonnay, White, Russian River Valley",113418,Russian River Valley,White,dry,California,Usa,,2012,False,92.37,B,6
"Paul Hobbs, Edward James Estate Chardonnay, White, Russian River Valley",113417,Russian River Valley,White,dry,California,Usa,,2011,False,91.31,A,6
"Chateau Montelena, Chardonnay, White, Napa Valley",39443,Napa Valley,White,dry,California,Usa,,2010,False,91.28,A,3
"Spottswoode, Sauvignon Blanc, White, Napa County",129358,Napa County,White,dry,California,Usa,,2012,False,89.8,B+,4
"Cakebread Cellars, Chardonnay, White, Napa Valley",23280,Napa Valley,White,dry,California,Usa,,2012,False,89.59,C+,3
"Cakebread Cellars, Chardonnay, White, Napa Valley",23280,Napa Valley,White,dry,California,Usa,,2007,False,88.99,B+,3
"Cakebread Cellars, Chardonnay, White, Napa Valley",23280,Napa Valley,White,dry,California,Usa,,2011,False,88.1,C+,4
"Cakebread Cellars, Chardonnay, White, Napa Valley",23280,Napa Valley,White,dry,California,Usa,,2010,False,88.02,A+,3
"Morlet Family Vineyards, La Proportion Doree, White, Sonoma County",107396,Sonoma County,White,dry,California,Usa,,2012,False,92.34,C,3
"Chateau Montelena, Chardonnay, White, Napa Valley",39443,Napa Valley,White,dry,California,Usa,,2012,False,91.21,B+,4
"Beringer Vineyards, Private Reserve Chardonnay, White, Napa Valley",11030,Napa Valley,White,dry,California,Usa,,2012,False,90.7,B,6
"Crossbarn By Paul Hobbs, Chardonnay, White, Sonoma Coast",47377,Sonoma Coast,White,dry,California,Usa,,2013,False,88.69,A+,4
"Joseph Phelps Vineyards, Freestone Pastorale Vineyard Chardonnay, White, Sonoma Coast",89571,Sonoma Coast,White,dry,California,Usa,,2012,False,91.69,B,5
"Marimar Estate, Don Miguel Vineyard Albarino, White, Russian River Valley",101916,Russian River Valley,White,dry,California,Usa,,2012,False,89.27,A,4
"Martinelli, Charles Ranch Chardonnay, White, Sonoma Coast",102647,Sonoma Coast,White,dry,California,Usa,,2011,False,89.6,C+,4
"Kistler Vineyards, Hudson Vineyard Chardonnay, White, Carneros",91298,Carneros,White,dry,California,Usa,,2009,False,94.63,B+,4
"Paul Hobbs, Richard Dinner Vineyard Chardonnay, White, Sonoma Mountain",113425,Sonoma Mountain,White,dry,California,Usa,,2012,False,92.41,B+,5
"Paul Hobbs, Ross Station Estatechardonnay, White, Russian River Valley",113427,Russian River Valley,White,dry,California,Usa,,2012,False,92.37,C+,3
"Joseph Phelps Vineyards, Freestone Chardonnay, White, Sonoma Coast",89569,Sonoma Coast,White,dry,California,Usa,,2012,False,91.42,B,5
"Peter Michael Winery, Ma Belle-Fille Chardonnay, White, Knights Valley",114830,Knights Valley,White,dry,California,Usa,,2012,False,96.63,B,4
"Peter Michael Winery, Mon Plaisir Chardonnay, White, Sonoma County",114832,Sonoma County,White,dry,California,Usa,,2012,False,95.79,B+,4
"Aubert Wines, Sugar Shack Estate Chardonnay, White, Napa Valley",6875,Napa Valley,White,dry,California,Usa,,2012,False,95.74,C+,3
"Pahlmeyer, Napa Valley Chardonnay, White, Napa Valley",111897,Napa Valley,White,dry,California,Usa,,2012,False,91.59,B,3
"Delille Cellars, Chaleur Estate Blanc, White, Columbia Valley",50042,Columbia Valley,White,dry,Washington,Usa,,2012,False,91.07,B,4
"Stag'S Leap Wine Cellars, Karia Chardonnay, White, Napa Valley",129796,Napa Valley,White,dry,California,Usa,,2012,False,86.52,B,3
"Peter Michael Winery, L'Apres-Midi Sauvignon Blanc, White, Knights Valley",114824,Knights Valley,White,dry,California,Usa,,2012,False,92.81,A,4
"Venge Vineyards, Maldonado Vineyard Dijon Clones Chardonnay, White, Napa Valley",138906,Napa Valley,White,dry,California,Usa,,2012,False,91.02,B+,3
"Clos Du Val, Chardonnay, White, Carneros",43834,Carneros,White,dry,California,Usa,,2012,False,88.11,B+,3
"Flora Springs, Barrel Fermented Chardonnay, White, Napa Valley",74732,Napa Valley,White,dry,California,Usa,,2012,False,88.1,A+,3
"Apsara Cellars, 'Rivers Reach' Sauvignon Blanc, White, Napa Valley",5438,Napa Valley,White,dry,California,Usa,,2013,False,87.68,A,3
"Ramey Wine Cellars, Hyde Vineyard Chardonnay, White, Carneros",118765,Carneros,White,dry,California,Usa,,2009,False,93.35,C+,4
"Grgich Hills Estate, Paris Tasting Commemorative Chardonnay, White, Napa Valley",80587,Napa Valley,White,dry,California,Usa,,2011,False,91.38,B,3
"Marimar Estate, 'Acero' Don Miguel Vineyard Chardonnay, White, Russian River Valley",101910,Russian River Valley,White,dry,California,Usa,,2012,False,88.33,B,3
"Shafer Vineyards, Red Shoulder Ranch Chardonnay, White, Carneros",126751,Carneros,White,dry,California,Usa,,2010,False,92.1,B+,4
"Shafer Vineyards, Red Shoulder Ranch Chardonnay, White, Carneros",126751,Carneros,White,dry,California,Usa,,2011,False,91.45,B,5
"Kongsgaard, The Judge Chardonnay, White, Napa Valley",91591,Napa Valley,White,dry,California,Usa,,2011,False,95.42,A,4
"Kongsgaard, Chardonnay, White, Napa Valley",91585,Napa Valley,White,dry,California,Usa,,2011,False,93.88,B+,4
"Pahlmeyer, Sonoma Coast Chardonnay, White, California",111902,California,White,dry,California,Usa,,2012,False,93.81,A+,3
"Kistler Vineyards, Hudson Vineyard Chardonnay, White, Carneros",91298,Carneros,White,dry,California,Usa,,2011,False,93.36,B,4
"Truchard Vineyards, Roussanne, White, Carneros",136972,Carneros,White,dry,California,Usa,,2012,False,88.23,B,3
"Duckhorn Vineyards, Sauvignon Blanc, White, Napa Valley",68067,Napa Valley,White,dry,California,Usa,,2012,False,89.84,B,3
"Kongsgaard, Albarino, White, Napa Valley",91583,Napa Valley,White,dry,California,Usa,,2012,False,90.85,B,4
"Kongsgaard, Viorous Viognier - Roussanne, White, Napa Valley",91592,Napa Valley,White,dry,California,Usa,,2012,False,90.44,C+,4
"Marimar Estate, 'Dobles Lias' Chardonnay, White, Russian River Valley",101911,Russian River Valley,White,dry,California,Usa,,2010,False,90.06,B+,3
"Ramey Wine Cellars, Hudson Vineyard Chardonnay, White, Carneros",118764,Carneros,White,dry,California,Usa,,2011,False,89.94,A,3
"Beringer Vineyards, Chardonnay, White, Napa Valley",10992,Napa Valley,White,dry,California,Usa,,2012,False,87.82,A+,3
"Truchard Vineyards, Chardonnay, White, Carneros",136966,Carneros,White,dry,California,Usa,,2012,False,87.1,A,3
"Joseph Phelps Vineyards, Freestone Pastorale Vineyard Chardonnay, White, Sonoma Coast",89571,Sonoma Coast,White,dry,California,Usa,,2011,False,91.73,B,4
"Grgich Hills Estate, 'Essence' Sauvignon Blanc, White, Napa Valley",80577,Napa Valley,White,dry,California,Usa,,2012,False,91.43,C+,3
"Grgich Hills Estate, Grown Dry Sauvignon Blanc - Fume Blanc, White, Napa Valley",80582,Napa Valley,White,dry,California,Usa,,2012,False,88.44,B,3
"Grgich Hills Estate, Grown Chardonnay, White, Napa Valley",80581,Napa Valley,White,dry,California,Usa,,2011,False,88.0,A,3
"Kistler Vineyards, Hyde Vineyard Chardonnay, White, Carneros",91299,Carneros,White,dry,California,Usa,,2011,False,95.37,B+,3
"Martinelli, Road' Chardonnay, White, Russian River Valley",102662,Russian River Valley,White,dry,California,Usa,,2011,False,93.17,B,3
"Dumol, Clare Chardonnay, White, Carneros",68164,Carneros,White,dry,California,Usa,,2011,False,92.92,B,4
"Peter Michael Winery, Ma Belle-Fille Chardonnay, White, Knights Valley",114830,Knights Valley,White,dry,California,Usa,,2011,False,92.92,B+,3
"Peter Michael Winery, Mon Plaisir Chardonnay, White, Sonoma County",114832,Sonoma County,White,dry,California,Usa,,2011,False,92.16,C+,3
"Martinelli, Zio Tony Ranch Chardonnay, White, Russian River Valley",102677,Russian River Valley,White,dry,California,Usa,,2011,False,92.12,A,3
"Martinelli, Lolita Ranch Chardonnay, White, Russian River Valley",102656,Russian River Valley,White,dry,California,Usa,,2011,False,91.47,B+,3
"Larkmead Vineyards, Lillie Sauvignon Blanc, White, Napa Valley",94122,Napa Valley,White,dry,California,Usa,,2012,False,90.57,A+,3
"Martinelli, Jackass Hill Muscat Alexandria, White, Russian River Valley",102653,Russian River Valley,White,dry,California,Usa,,2011,False,90.32,C+,3
"Joseph Phelps Vineyards, Sauvignon Blanc, White, Napa Valley",89580,Napa Valley,White,dry,California,Usa,,2012,False,88.52,B+,4
"Cliff Lede Vineyards, Sauvignon Blanc, White, Napa Valley",43386,Napa Valley,White,dry,California,Usa,,2012,False,87.85,A+,3
"Crossbarn By Paul Hobbs, Chardonnay, White, Sonoma Coast",47377,Sonoma Coast,White,dry,California,Usa,,2012,False,87.37,B+,3
"The Prisoner Wine Co., Blindfold White Blend, White, California",134198,California,White,dry,California,Usa,,2012,False,90.12,B,3
"Stag'S Leap Wine Cellars, Karia Chardonnay, White, Napa Valley",129796,Napa Valley,White,dry,California,Usa,,2011,False,87.31,B,4
"Marimar Estate, 'La Masia' Don Miguel Vineyard Chardonnay, White, Russian River Valley",101912,Russian River Valley,White,dry,California,Usa,,2010,False,89.45,A+,4
"Paul Hobbs, Ross Station Estatechardonnay, White, Russian River Valley",113427,Russian River Valley,White,dry,California,Usa,,2011,False,92.15,B,4
"Ridge Vineyards, Monte Bello Chardonnay, White, Santa Cruz Mountains",120785,Santa Cruz Mountains,White,dry,California,Usa,,2010,False,91.86,B,6
"Paul Hobbs, Ulises Valdez Vineyard Chardonnay, White, Russian River Valley",113430,Russian River Valley,White,dry,California,Usa,,2011,False,91.61,B,4
"Evening Land, Gold Label Seven Springs Vineyard La Source Chardonnay, White, Eola-Amity Hills",71165,Eola-Amity Hills,White,dry,Oregon,Usa,,2011,False,93.27,B,4
"Paul Hobbs, Ellen Lane Estate Vineyard Chardonnay, White, Russian River Valley",113418,Russian River Valley,White,dry,California,Usa,,2011,False,92.05,B,4
"Paul Hobbs, Ritchie Vineyard Chardonnay, White, Russian River Valley",113426,Russian River Valley,White,dry,California,Usa,,2011,False,92.04,B+,4
"Evening Land, Gold Label Seven Springs Vineyard Chardonnay, White, Eola-Amity Hills",71164,Eola-Amity Hills,White,dry,Oregon,Usa,,2011,False,91.51,B,4
"Peter Michael Winery, Belle Cote Chardonnay, White, Sonoma County",114819,Sonoma County,White,dry,California,Usa,,2011,False,91.46,C+,4
"Peter Michael Winery, La Carriere Chardonnay, White, Knights Valley",114826,Knights Valley,White,dry,California,Usa,,2011,False,91.19,B,4
"Joseph Phelps Vineyards, Freestone Chardonnay, White, Sonoma Coast",89569,Sonoma Coast,White,dry,California,Usa,,2011,False,91.11,B,5
"Alpha Omega, Reserve Chardonnay, White, Napa Valley",3229,Napa Valley,White,dry,California,Usa,,2010,False,89.58,C,3
"Paul Hobbs, Richard Dinner Vineyard Chardonnay, White, Sonoma Mountain",113425,Sonoma Mountain,White,dry,California,Usa,,2011,False,88.67,C+,4
"Matanzas Creek, Helena Bench Sauvignon Blanc, White, Knights Valley",103399,Knights Valley,White,dry,California,Usa,,2012,False,87.94,C+,3
"Joseph Phelps Vineyards, Eisrebe Late Harvest Scheurebe, White, St Helena",89565,St Helena,White,dry,California,Usa,,2012,False,89.92,B,3
"Peter Michael Winery, Point Rouge Chardonnay, White, Sonoma County",114834,Sonoma County,White,dry,California,Usa,,2010,False,96.1,A,3
"Peter Michael Winery, Cuvee Indigene Chardonnay, White, Sonoma County",114823,Sonoma County,White,dry,California,Usa,,2010,False,95.59,A+,3
"Morlet Family Vineyards, Coup De Coeur Chardonnay, White, Sonoma County",107393,Sonoma County,White,dry,California,Usa,,2010,False,94.07,C,3
"Morlet Family Vineyards, Coup De Coeur Chardonnay, White, Sonoma County",107393,Sonoma County,White,dry,California,Usa,,2011,False,93.58,C,3
"Morlet Family Vineyards, La Proportion Doree, White, Sonoma County",107396,Sonoma County,White,dry,California,Usa,,2011,False,92.98,C+,3
"Peter Michael Winery, Ma Belle-Fille Chardonnay, White, Knights Valley",114830,Knights Valley,White,dry,California,Usa,,2010,False,92.96,B+,5
"Morlet Family Vineyards, Ma Princesse Chardonnay, White, Russian River Valley",107398,Russian River Valley,White,dry,California,Usa,,2011,False,92.95,C+,3
"Peter Michael Winery, Belle Cote Chardonnay, White, Sonoma County",114819,Sonoma County,White,dry,California,Usa,,2010,False,92.82,A+,5
"Morlet Family Vineyards, Ma Douce Chardonnay, White, Sonoma Coast",107397,Sonoma Coast,White,dry,California,Usa,,2011,False,92.53,B,3
"Peter Michael Winery, Mon Plaisir Chardonnay, White, Sonoma County",114832,Sonoma County,White,dry,California,Usa,,2010,False,92.04,B+,5
"Peter Michael Winery, La Carriere Chardonnay, White, Knights Valley",114826,Knights Valley,White,dry,California,Usa,,2010,False,91.85,A,5
"Ferrari-Carano, Fume Blanc, White, Sonoma County",73121,Sonoma County,White,dry,California,Usa,,2012,False,87.24,A,3
"Forman Vineyard, Chardonnay, White, Napa Valley",75323,Napa Valley,White,dry,California,Usa,,2011,False,90.48,B,3
"Pahlmeyer, Napa Valley Chardonnay, White, Napa Valley",111897,Napa Valley,White,dry,California,Usa,,2010,False,92.05,B+,3
"Marimar Estate, 'Acero' Don Miguel Vineyard Chardonnay, White, Russian River Valley",101910,Russian River Valley,White,dry,California,Usa,,2009,False,89.32,B,4
"Marimar Estate, 'La Masia' Don Miguel Vineyard Chardonnay, White, Russian River Valley",101912,Russian River Valley,White,dry,California,Usa,,2009,False,89.13,B,3
"Kongsgaard, The Judge Chardonnay, White, Napa Valley",91591,Napa Valley,White,dry,California,Usa,,2005,False,99.0,B,3
"Kongsgaard, Chardonnay, White, Napa Valley",91585,Napa Valley,White,dry,California,Usa,,2010,False,95.14,C+,3
"Kongsgaard, The Judge Chardonnay, White, Napa Valley",91591,Napa Valley,White,dry,California,Usa,,2006,False,94.24,B,3
"Ridge Vineyards Estate, Chardonnay, White, Santa Cruz Mountains",120758,Santa Cruz Mountains,White,dry,California,Usa,,2011,False,91.78,B+,3
"Beringer Vineyards, Private Reserve Chardonnay, White, Napa Valley",11030,Napa Valley,White,dry,California,Usa,,2011,False,91.2,B,5
"Flora Springs, Soliloquy Vineyard Sauvignon Blanc, White, Oakville",74748,Oakville,White,dry,California,Usa,,2012,False,86.68,B,3
"Silverado Vineyards, Miller Ranch Sauvignon Blanc, White, Napa Valley",127648,Napa Valley,White,dry,California,Usa,,2012,False,86.0,A+,3
"Grgich Hills Estate, Grown Chardonnay, White, Napa Valley",80581,Napa Valley,White,dry,California,Usa,,2010,False,89.14,B,4
"Peter Michael Winery, Coeur A Coeur White Blend, White, Knights Valley",114822,Knights Valley,White,dry,California,Usa,,2010,False,90.92,B,3
"Pine Ridge Vineyards, Chenin Blanc - Viognier, White, Napa Valley",116327,Napa Valley,White,dry,California,Usa,,2010,False,87.33,B,3
"Grgich Hills Estate, Grown Dry Sauvignon Blanc - Fume Blanc, White, Napa Valley",80582,Napa Valley,White,dry,California,Usa,,2011,False,88.04,B+,3
"Kistler Vineyards, Hudson Vineyard Chardonnay, White, Carneros",91298,Carneros,White,dry,California,Usa,,2010,False,95.41,B,3
"Pahlmeyer, Napa Valley Chardonnay, White, Napa Valley",111897,Napa Valley,White,dry,California,Usa,,2011,False,90.64,A,3
"Truchard Vineyards, Chardonnay, White, Carneros",136966,Carneros,White,dry,California,Usa,,2011,False,88.42,A,5
"Pine Ridge Vineyards, Chenin Blanc - Viognier, White, Napa Valley",116327,Napa Valley,White,dry,California,Usa,,2011,False,86.27,C+,3
"Ridge Vineyards, Monte Bello Chardonnay, White, Santa Cruz Mountains",120785,Santa Cruz Mountains,White,dry,California,Usa,,1999,False,90.37,C+,5
"Grgich Hills Estate, Carneros Selection Chardonnay, White, Napa Valley",80580,Napa Valley,White,dry,California,Usa,,2009,False,87.8,B,3
"Martinelli, Zio Tony Ranch Chardonnay, White, Russian River Valley",102677,Russian River Valley,White,dry,California,Usa,,2010,False,92.68,B+,3
"Martinelli, Charles Ranch Chardonnay, White, Sonoma Coast",102647,Sonoma Coast,White,dry,California,Usa,,2010,False,92.29,B,3
"Martinelli, Three Sisters Vineyards Sea Ridge Meadow Chardonnay, White, Sonoma Coast",102669,Sonoma Coast,White,dry,California,Usa,,2009,False,91.83,B,3
"Martinelli, Lolita Ranch Chardonnay, White, Russian River Valley",102656,Russian River Valley,White,dry,California,Usa,,2010,False,91.11,B,3
"Grgich Hills Estate, 'Essence' Sauvignon Blanc, White, Napa Valley",80577,Napa Valley,White,dry,California,Usa,,2011,False,90.35,B,3
"Delille Cellars, Chaleur Estate Blanc, White, Columbia Valley",50042,Columbia Valley,White,dry,Washington,Usa,,2011,False,91.46,C+,4
"Paul Hobbs, Ulises Valdez Vineyard Chardonnay, White, Russian River Valley",113430,Russian River Valley,White,dry,California,Usa,,2010,False,93.91,A+,4
"Paul Hobbs, Cuvee Agustina Richard Dinner Vineyard Chardonnay, White, Sonoma Mountain",113415,Sonoma Mountain,White,dry,California,Usa,,2010,False,93.45,A+,3
"Joseph Phelps Vineyards, Freestone Chardonnay, White, Sonoma Coast",89569,Sonoma Coast,White,dry,California,Usa,,2010,False,92.6,B,4
"Joseph Phelps Vineyards, Freestone Pastorale Vineyard Chardonnay, White, Sonoma Coast",89571,Sonoma Coast,White,dry,California,Usa,,2010,False,92.15,C+,4
"Kongsgaard, Viorous Viognier - Roussanne, White, Napa Valley",91592,Napa Valley,White,dry,California,Usa,,2011,False,93.79,A+,3
"Vine Cliff Winery, Chardonnay, White, Los Carneros",141954,Los Carneros,White,dry,California,Usa,,2010,False,90.5,B,3
"Ferrari-Carano, Tre Terre Chardonnay, White, Russian River Valley",73140,Russian River Valley,White,dry,California,Usa,,2010,False,88.07,B,4
"Saintsbury, Brown Ranch Chardonnay, White, Carneros",123827,Carneros,White,dry,California,Usa,,2009,False,88.34,C,3
"Ridge Vineyards Estate, Chardonnay, White, Santa Cruz Mountains",120758,Santa Cruz Mountains,White,dry,California,Usa,,2010,False,89.46,A+,3
"Truchard Vineyards, Chardonnay, White, Carneros",136966,Carneros,White,dry,California,Usa,,2009,False,87.58,A,4
"Truchard Vineyards, Chardonnay, White, Carneros",136966,Carneros,White,dry,California,Usa,,2010,False,87.43,B+,3
"Grgich Hills Estate, Grown Dry Sauvignon Blanc - Fume Blanc, White, Napa Valley",80582,Napa Valley,White,dry,California,Usa,,2010,False,87.12,C+,3
"Cuvaison, Carneros Chardonnay, White, Napa Valley",47922,Napa Valley,White,dry,California,Usa,,2009,False,85.89,B,3
"Cuvaison, Carneros Chardonnay, White, Napa Valley",47922,Napa Valley,White,dry,California,Usa,,2010,False,85.59,C,3
"Evening Land, White Label 'Seven Springs Vineyard - Summum' Chardonnay, White, Eola-Amity Hills",71176,Eola-Amity Hills,White,dry,Oregon,Usa,,2010,False,95.4,C+,3
"Evening Land, Gold Label Seven Springs Vineyard La Source Chardonnay, White, Eola-Amity Hills",71165,Eola-Amity Hills,White,dry,Oregon,Usa,,2010,False,92.7,C+,4
"Delille Cellars, Chaleur Estate Blanc, White, Columbia Valley",50042,Columbia Valley,White,dry,Washington,Usa,,2010,False,92.22,B,3
"Pahlmeyer, Napa Valley Chardonnay, White, Napa Valley",111897,Napa Valley,White,dry,California,Usa,,2009,False,93.69,B,3
"Saintsbury, Chardonnay, White, Carneros",123832,Carneros,White,dry,California,Usa,,2009,False,87.42,C+,3
"Nicholas Allen Wines, Carte Blanche Chardonnay, White, Sonoma Coast",109140,Sonoma Coast,White,dry,California,Usa,,2009,False,91.69,A+,3
"Stag'S Leap Wine Cellars, Sauvignon Blanc, White, Napa Valley",129801,Napa Valley,White,dry,California,Usa,,2010,False,89.14,B,3
"Evening Land, White Label 'Seven Springs Vineyard - Summum' Chardonnay, White, Eola-Amity Hills",71176,Eola-Amity Hills,White,dry,Oregon,Usa,,2009,False,93.01,C,3
"Kongsgaard, Chardonnay, White, Napa Valley",91585,Napa Valley,White,dry,California,Usa,,2009,False,94.27,B+,4
