,wine,wine_id,appellation,color,wine_type,regions,country,classification,vintage,is_primeurs,score,confidence_index,journalist_count
191,"Ridge Vineyards, Monte Bello Chardonnay, White, Santa Cruz Mountains",120785,Santa Cruz Mountains,White,dry,California,Usa,,2008,False,91.65,C+,5
192,"Joseph Phelps Vineyards, Sauvignon Blanc, White, Napa Valley",89580,Napa Valley,White,dry,California,Usa,,2014,False,89.21,B,3
193,"Kongsgaard, The Judge Chardonnay, White, Napa Valley",91591,Napa Valley,White,dry,California,Usa,,2009,False,95.7,B,5
194,"Kongsgaard, The Judge Chardonnay, White, Napa Valley",91591,Napa Valley,White,dry,California,Usa,,2007,False,95.46,B,4
195,"Kongsgaard, The Judge Chardonnay, White, Napa Valley",91591,Napa Valley,White,dry,California,Usa,,2008,False,94.35,B,5
196,"Morlet Family Vineyards, La Proportion Doree, White, Sonoma County",107396,Sonoma County,White,dry,California,Usa,,2013,False,91.96,C+,3
197,"Peter Michael Winery, Coeur A Coeur White Blend, White, Knights Valley",114822,Knights Valley,White,dry,California,Usa,,2013,False,90.34,C,3
198,"Peter Michael Winery, L'Apres-Midi Sauvignon Blanc, White, Knights Valley",114824,Knights Valley,White,dry,California,Usa,,2013,False,91.81,C,3
199,"Beringer Vineyards, Private Reserve Chardonnay, White, Napa Valley",11030,Napa Valley,White,dry,California,Usa,,2013,False,90.91,C+,3
200,"Duckhorn Vineyards, Chardonnay, White, Napa Valley",68059,Napa Valley,White,dry,California,Usa,,2013,False,88.08,A+,3
201,"Mount Eden Vineyards, Chardonnay, White, Santa Cruz Mountains",107658,Santa Cruz Mountains,White,dry,California,Usa,,2012,False,95.17,B,3
202,"Mount Eden Vineyards, Chardonnay, White, Santa Cruz Mountains",107658,Santa Cruz Mountains,White,dry,California,Usa,,2010,False,91.61,B,4
203,"Aubert Wines, Sugar Shack Estate Chardonnay, White, Napa Valley",6875,Napa Valley,White,dry,California,Usa,,2013,False,95.89,B,3
204,"Aubert Wines, Larry Hyde & Sons Vineyard Chardonnay, White, Carneros",6880,Carneros,White,dry,California,Usa,,2013,False,94.87,A+,3
205,"Venge Vineyards, Maldonado Vineyard Dijon Clones Chardonnay, White, Napa Valley",138906,Napa Valley,White,dry,California,Usa,,2013,False,91.31,C+,3
206,"Grgich Hills Estate, Paris Tasting Commemorative Chardonnay, White, Napa Valley",80587,Napa Valley,White,dry,California,Usa,,2012,False,89.19,A,3
207,"Larkmead Vineyards, Lillie Sauvignon Blanc, White, Napa Valley",94122,Napa Valley,White,dry,California,Usa,,2013,False,88.93,B,4
208,"Peter Michael Winery, Belle Cote Chardonnay, White, Sonoma County",114819,Sonoma County,White,dry,California,Usa,,2002,False,95.07,A,4
209,"Paul Hobbs, Cuvee Agustina Richard Dinner Vineyard Chardonnay, White, Sonoma Mountain",113415,Sonoma Mountain,White,dry,California,Usa,,2012,False,93.28,A+,5
210,"Paul Hobbs, Ulises Valdez Vineyard Chardonnay, White, Russian River Valley",113430,Russian River Valley,White,dry,California,Usa,,2012,False,92.57,A+,5
211,"Joseph Phelps Vineyards, Freestone Chardonnay, White, Sonoma Coast",89569,Sonoma Coast,White,dry,California,Usa,,2013,False,91.23,B,4
212,"The Prisoner Wine Co., Blindfold White Blend, White, California",134198,California,White,dry,California,Usa,,2013,False,89.05,B+,3
213,"Matanzas Creek, Helena Bench Sauvignon Blanc, White, Knights Valley",103399,Knights Valley,White,dry,California,Usa,,2013,False,89.97,B,3
214,"Ridge Vineyards, Monte Bello Chardonnay, White, Santa Cruz Mountains",120785,Santa Cruz Mountains,White,dry,California,Usa,,2004,False,94.56,A,3
215,"Smith Madrone, Riesling, White, Spring Mountain District",128413,Spring Mountain District,White,dry,California,Usa,,2013,False,90.44,B,3
216,"Delille Cellars, Chaleur Estate Blanc, White, Columbia Valley",50042,Columbia Valley,White,dry,Washington,Usa,,2013,False,91.62,C,3
217,"Peter Michael Winery, Cuvee Indigene Chardonnay, White, Sonoma County",114823,Sonoma County,White,dry,California,Usa,,2012,False,96.42,C+,3
218,"Ramey Wine Cellars, Hyde Vineyard Chardonnay, White, Carneros",118765,Carneros,White,dry,California,Usa,,2012,False,93.07,B,4
219,"Martinelli, Road' Chardonnay, White, Russian River Valley",102662,Russian River Valley,White,dry,California,Usa,,2012,False,92.85,B+,3
220,"Evening Land, White Label 'Seven Springs Vineyard - Summum' Chardonnay, White, Eola-Amity Hills",71176,Eola-Amity Hills,White,dry,Oregon,Usa,,2012,False,93.44,C+,4
221,"Evening Land, Gold Label Seven Springs Vineyard La Source Chardonnay, White, Eola-Amity Hills",71165,Eola-Amity Hills,White,dry,Oregon,Usa,,2012,False,92.64,C+,4
222,"Evening Land, Gold Label Seven Springs Vineyard Chardonnay, White, Eola-Amity Hills",71164,Eola-Amity Hills,White,dry,Oregon,Usa,,2012,False,90.68,C+,4
223,"Peter Michael Winery, Point Rouge Chardonnay, White, Sonoma County",114834,Sonoma County,White,dry,California,Usa,,2005,False,96.18,A,3
224,"Peter Michael Winery, Cuvee Indigene Chardonnay, White, Sonoma County",114823,Sonoma County,White,dry,California,Usa,,2009,False,95.17,B+,4
225,"Peter Michael Winery, Ma Belle-Fille Chardonnay, White, Knights Valley",114830,Knights Valley,White,dry,California,Usa,,2007,False,94.17,B,4
226,"Paul Hobbs, Ulises Valdez Vineyard Chardonnay, White, Russian River Valley",113430,Russian River Valley,White,dry,California,Usa,,2009,False,94.1,B+,5
227,"Peter Michael Winery, La Carriere Chardonnay, White, Knights Valley",114826,Knights Valley,White,dry,California,Usa,,2008,False,93.91,B+,4
228,"Peter Michael Winery, Cuvee Indigene Chardonnay, White, Sonoma County",114823,Sonoma County,White,dry,California,Usa,,2001,False,93.54,A+,4
229,"Peter Michael Winery, Ma Belle-Fille Chardonnay, White, Knights Valley",114830,Knights Valley,White,dry,California,Usa,,2009,False,92.94,B,7
230,"Peter Michael Winery, La Carriere Chardonnay, White, Knights Valley",114826,Knights Valley,White,dry,California,Usa,,2009,False,92.7,B,7
231,"Kistler Vineyards, Hyde Vineyard Chardonnay, White, Carneros",91299,Carneros,White,dry,California,Usa,,2009,False,92.44,C+,4
232,"Morlet Family Vineyards, Coup De Coeur Chardonnay, White, Sonoma County",107393,Sonoma County,White,dry,California,Usa,,2009,False,92.22,C,4
233,"Peter Michael Winery, L'Apres-Midi Sauvignon Blanc, White, Knights Valley",114824,Knights Valley,White,dry,California,Usa,,2010,False,92.11,B,6
234,"Kistler Vineyards, Hudson Vineyard Chardonnay, White, Carneros",91298,Carneros,White,dry,California,Usa,,2001,False,91.73,C,4
235,"Peter Michael Winery, L'Apres-Midi Sauvignon Blanc, White, Knights Valley",114824,Knights Valley,White,dry,California,Usa,,2011,False,90.99,B,5
236,"Kongsgaard, The Judge Chardonnay, White, Napa Valley",91591,Napa Valley,White,dry,California,Usa,,2012,False,96.87,A+,4
237,"Kongsgaard, Chardonnay, White, Napa Valley",91585,Napa Valley,White,dry,California,Usa,,2012,False,93.87,B,5
238,"Kistler Vineyards, Hudson Vineyard Chardonnay, White, Carneros",91298,Carneros,White,dry,California,Usa,,2012,False,93.6,B,3
239,"Paul Hobbs, Edward James Estate Chardonnay, White, Russian River Valley",113417,Russian River Valley,White,dry,California,Usa,,2012,False,91.93,B,5
240,"Ridge Vineyards, Monte Bello Chardonnay, White, Santa Cruz Mountains",120785,Santa Cruz Mountains,White,dry,California,Usa,,2011,False,90.74,C+,3
241,"Grgich Hills Estate, 'Essence' Sauvignon Blanc, White, Napa Valley",80577,Napa Valley,White,dry,California,Usa,,2013,False,86.99,C+,3
242,"Ferrari-Carano, Fume Blanc, White, Sonoma County",73121,Sonoma County,White,dry,California,Usa,,2013,False,86.63,C+,3
243,"Stag'S Leap Wine Cellars, Karia Chardonnay, White, Napa Valley",129796,Napa Valley,White,dry,California,Usa,,2013,False,86.46,B,3
244,"Stag'S Leap Wine Cellars, Aveta Sauvignon Blanc, White, Napa Valley",129780,Napa Valley,White,dry,California,Usa,,2013,False,85.68,A,3
245,"Freemark Abbey, Chardonnay, White, Napa Valley",76832,Napa Valley,White,dry,California,Usa,,2013,False,89.77,B+,3
246,"Marimar Estate, 'Acero' Don Miguel Vineyard Chardonnay, White, Russian River Valley",101910,Russian River Valley,White,dry,California,Usa,,2013,False,85.91,A+,3
247,"Domaine Serene, 'Evenstad Reserve' Chardonnay, White, Dundee Hills",65476,Dundee Hills,White,dry,Oregon,Usa,,2010,False,90.48,B,4
248,"Domaine Serene, 'Dijon Clones - Cote Sud Vineyard' Chardonnay, White, Willamette Valley",65475,Willamette Valley,White,dry,Oregon,Usa,,2002,False,89.22,C+,3
249,"Elyse Winery, L'Ingenue Naggiar Vineyard White Rhone Blend, White, Sierra Foothills",69634,Sierra Foothills,White,dry,California,Usa,,2012,False,88.19,B,3
250,"Peter Michael Winery, La Carriere Chardonnay, White, Knights Valley",114826,Knights Valley,White,dry,California,Usa,,2012,False,94.34,B,4
251,"Paul Hobbs, Ellen Lane Estate Vineyard Chardonnay, White, Russian River Valley",113418,Russian River Valley,White,dry,California,Usa,,2012,False,92.37,B,6
252,"Paul Hobbs, Edward James Estate Chardonnay, White, Russian River Valley",113417,Russian River Valley,White,dry,California,Usa,,2011,False,91.31,A,6
253,"Chateau Montelena, Chardonnay, White, Napa Valley",39443,Napa Valley,White,dry,California,Usa,,2010,False,91.28,A,3
254,"Spottswoode, Sauvignon Blanc, White, Napa County",129358,Napa County,White,dry,California,Usa,,2012,False,89.8,B+,4
255,"Cakebread Cellars, Chardonnay, White, Napa Valley",23280,Napa Valley,White,dry,California,Usa,,2012,False,89.59,C+,3
256,"Cakebread Cellars, Chardonnay, White, Napa Valley",23280,Napa Valley,White,dry,California,Usa,,2007,False,88.99,B+,3
257,"Cakebread Cellars, Chardonnay, White, Napa Valley",23280,Napa Valley,White,dry,California,Usa,,2011,False,88.1,C+,4
258,"Cakebread Cellars, Chardonnay, White, Napa Valley",23280,Napa Valley,White,dry,California,Usa,,2010,False,88.02,A+,3
259,"Morlet Family Vineyards, La Proportion Doree, White, Sonoma County",107396,Sonoma County,White,dry,California,Usa,,2012,False,92.34,C,3
260,"Chateau Montelena, Chardonnay, White, Napa Valley",39443,Napa Valley,White,dry,California,Usa,,2012,False,91.21,B+,4
261,"Beringer Vineyards, Private Reserve Chardonnay, White, Napa Valley",11030,Napa Valley,White,dry,California,Usa,,2012,False,90.7,B,6
262,"Crossbarn By Paul Hobbs, Chardonnay, White, Sonoma Coast",47377,Sonoma Coast,White,dry,California,Usa,,2013,False,88.69,A+,4
263,"Joseph Phelps Vineyards, Freestone Pastorale Vineyard Chardonnay, White, Sonoma Coast",89571,Sonoma Coast,White,dry,California,Usa,,2012,False,91.69,B,5
264,"Marimar Estate, Don Miguel Vineyard Albarino, White, Russian River Valley",101916,Russian River Valley,White,dry,California,Usa,,2012,False,89.27,A,4
265,"Martinelli, Charles Ranch Chardonnay, White, Sonoma Coast",102647,Sonoma Coast,White,dry,California,Usa,,2011,False,89.6,C+,4
266,"Kistler Vineyards, Hudson Vineyard Chardonnay, White, Carneros",91298,Carneros,White,dry,California,Usa,,2009,False,94.63,B+,4
267,"Paul Hobbs, Richard Dinner Vineyard Chardonnay, White, Sonoma Mountain",113425,Sonoma Mountain,White,dry,California,Usa,,2012,False,92.41,B+,5
268,"Paul Hobbs, Ross Station Estatechardonnay, White, Russian River Valley",113427,Russian River Valley,White,dry,California,Usa,,2012,False,92.37,C+,3
269,"Joseph Phelps Vineyards, Freestone Chardonnay, White, Sonoma Coast",89569,Sonoma Coast,White,dry,California,Usa,,2012,False,91.42,B,5
270,"Peter Michael Winery, Ma Belle-Fille Chardonnay, White, Knights Valley",114830,Knights Valley,White,dry,California,Usa,,2012,False,96.63,B,4
271,"Peter Michael Winery, Mon Plaisir Chardonnay, White, Sonoma County",114832,Sonoma County,White,dry,California,Usa,,2012,False,95.79,B+,4
272,"Aubert Wines, Sugar Shack Estate Chardonnay, White, Napa Valley",6875,Napa Valley,White,dry,California,Usa,,2012,False,95.74,C+,3
273,"Pahlmeyer, Napa Valley Chardonnay, White, Napa Valley",111897,Napa Valley,White,dry,California,Usa,,2012,False,91.59,B,3
274,"Delille Cellars, Chaleur Estate Blanc, White, Columbia Valley",50042,Columbia Valley,White,dry,Washington,Usa,,2012,False,91.07,B,4
275,"Stag'S Leap Wine Cellars, Karia Chardonnay, White, Napa Valley",129796,Napa Valley,White,dry,California,Usa,,2012,False,86.52,B,3
276,"Peter Michael Winery, L'Apres-Midi Sauvignon Blanc, White, Knights Valley",114824,Knights Valley,White,dry,California,Usa,,2012,False,92.81,A,4
277,"Venge Vineyards, Maldonado Vineyard Dijon Clones Chardonnay, White, Napa Valley",138906,Napa Valley,White,dry,California,Usa,,2012,False,91.02,B+,3
278,"Clos Du Val, Chardonnay, White, Carneros",43834,Carneros,White,dry,California,Usa,,2012,False,88.11,B+,3
279,"Flora Springs, Barrel Fermented Chardonnay, White, Napa Valley",74732,Napa Valley,White,dry,California,Usa,,2012,False,88.1,A+,3
280,"Apsara Cellars, 'Rivers Reach' Sauvignon Blanc, White, Napa Valley",5438,Napa Valley,White,dry,California,Usa,,2013,False,87.68,A,3
281,"Ramey Wine Cellars, Hyde Vineyard Chardonnay, White, Carneros",118765,Carneros,White,dry,California,Usa,,2009,False,93.35,C+,4
282,"Grgich Hills Estate, Paris Tasting Commemorative Chardonnay, White, Napa Valley",80587,Napa Valley,White,dry,California,Usa,,2011,False,91.38,B,3
283,"Marimar Estate, 'Acero' Don Miguel Vineyard Chardonnay, White, Russian River Valley",101910,Russian River Valley,White,dry,California,Usa,,2012,False,88.33,B,3
284,"Shafer Vineyards, Red Shoulder Ranch Chardonnay, White, Carneros",126751,Carneros,White,dry,California,Usa,,2010,False,92.1,B+,4
285,"Shafer Vineyards, Red Shoulder Ranch Chardonnay, White, Carneros",126751,Carneros,White,dry,California,Usa,,2011,False,91.45,B,5
286,"Kongsgaard, The Judge Chardonnay, White, Napa Valley",91591,Napa Valley,White,dry,California,Usa,,2011,False,95.42,A,4
287,"Kongsgaard, Chardonnay, White, Napa Valley",91585,Napa Valley,White,dry,California,Usa,,2011,False,93.88,B+,4
288,"Pahlmeyer, Sonoma Coast Chardonnay, White, California",111902,California,White,dry,California,Usa,,2012,False,93.81,A+,3
289,"Kistler Vineyards, Hudson Vineyard Chardonnay, White, Carneros",91298,Carneros,White,dry,California,Usa,,2011,False,93.36,B,4
290,"Truchard Vineyards, Roussanne, White, Carneros",136972,Carneros,White,dry,California,Usa,,2012,False,88.23,B,3
291,"Duckhorn Vineyards, Sauvignon Blanc, White, Napa Valley",68067,Napa Valley,White,dry,California,Usa,,2012,False,89.84,B,3
292,"Kongsgaard, Albarino, White, Napa Valley",91583,Napa Valley,White,dry,California,Usa,,2012,False,90.85,B,4
293,"Kongsgaard, Viorous Viognier - Roussanne, White, Napa Valley",91592,Napa Valley,White,dry,California,Usa,,2012,False,90.44,C+,4
294,"Marimar Estate, 'Dobles Lias' Chardonnay, White, Russian River Valley",101911,Russian River Valley,White,dry,California,Usa,,2010,False,90.06,B+,3
295,"Ramey Wine Cellars, Hudson Vineyard Chardonnay, White, Carneros",118764,Carneros,White,dry,California,Usa,,2011,False,89.94,A,3
296,"Beringer Vineyards, Chardonnay, White, Napa Valley",10992,Napa Valley,White,dry,California,Usa,,2012,False,87.82,A+,3
297,"Truchard Vineyards, Chardonnay, White, Carneros",136966,Carneros,White,dry,California,Usa,,2012,False,87.1,A,3
298,"Joseph Phelps Vineyards, Freestone Pastorale Vineyard Chardonnay, White, Sonoma Coast",89571,Sonoma Coast,White,dry,California,Usa,,2011,False,91.73,B,4
299,"Grgich Hills Estate, 'Essence' Sauvignon Blanc, White, Napa Valley",80577,Napa Valley,White,dry,California,Usa,,2012,False,91.43,C+,3
300,"Grgich Hills Estate, Grown Dry Sauvignon Blanc - Fume Blanc, White, Napa Valley",80582,Napa Valley,White,dry,California,Usa,,2012,False,88.44,B,3
301,"Grgich Hills Estate, Grown Chardonnay, White, Napa Valley",80581,Napa Valley,White,dry,California,Usa,,2011,False,88.0,A,3
302,"Kistler Vineyards, Hyde Vineyard Chardonnay, White, Carneros",91299,Carneros,White,dry,California,Usa,,2011,False,95.37,B+,3
303,"Martinelli, Road' Chardonnay, White, Russian River Valley",102662,Russian River Valley,White,dry,California,Usa,,2011,False,93.17,B,3
304,"Dumol, Clare Chardonnay, White, Carneros",68164,Carneros,White,dry,California,Usa,,2011,False,92.92,B,4
305,"Peter Michael Winery, Ma Belle-Fille Chardonnay, White, Knights Valley",114830,Knights Valley,White,dry,California,Usa,,2011,False,92.92,B+,3
306,"Peter Michael Winery, Mon Plaisir Chardonnay, White, Sonoma County",114832,Sonoma County,White,dry,California,Usa,,2011,False,92.16,C+,3
307,"Martinelli, Zio Tony Ranch Chardonnay, White, Russian River Valley",102677,Russian River Valley,White,dry,California,Usa,,2011,False,92.12,A,3
308,"Martinelli, Lolita Ranch Chardonnay, White, Russian River Valley",102656,Russian River Valley,White,dry,California,Usa,,2011,False,91.47,B+,3
309,"Larkmead Vineyards, Lillie Sauvignon Blanc, White, Napa Valley",94122,Napa Valley,White,dry,California,Usa,,2012,False,90.57,A+,3
310,"Martinelli, Jackass Hill Muscat Alexandria, White, Russian River Valley",102653,Russian River Valley,White,dry,California,Usa,,2011,False,90.32,C+,3
311,"Joseph Phelps Vineyards, Sauvignon Blanc, White, Napa Valley",89580,Napa Valley,White,dry,California,Usa,,2012,False,88.52,B+,4
312,"Cliff Lede Vineyards, Sauvignon Blanc, White, Napa Valley",43386,Napa Valley,White,dry,California,Usa,,2012,False,87.85,A+,3
313,"Crossbarn By Paul Hobbs, Chardonnay, White, Sonoma Coast",47377,Sonoma Coast,White,dry,California,Usa,,2012,False,87.37,B+,3
314,"The Prisoner Wine Co., Blindfold White Blend, White, California",134198,California,White,dry,California,Usa,,2012,False,90.12,B,3
315,"Stag'S Leap Wine Cellars, Karia Chardonnay, White, Napa Valley",129796,Napa Valley,White,dry,California,Usa,,2011,False,87.31,B,4
316,"Marimar Estate, 'La Masia' Don Miguel Vineyard Chardonnay, White, Russian River Valley",101912,Russian River Valley,White,dry,California,Usa,,2010,False,89.45,A+,4
317,"Paul Hobbs, Ross Station Estatechardonnay, White, Russian River Valley",113427,Russian River Valley,White,dry,California,Usa,,2011,False,92.15,B,4
318,"Ridge Vineyards, Monte Bello Chardonnay, White, Santa Cruz Mountains",120785,Santa Cruz Mountains,White,dry,California,Usa,,2010,False,91.86,B,6
319,"Paul Hobbs, Ulises Valdez Vineyard Chardonnay, White, Russian River Valley",113430,Russian River Valley,White,dry,California,Usa,,2011,False,91.61,B,4
320,"Evening Land, Gold Label Seven Springs Vineyard La Source Chardonnay, White, Eola-Amity Hills",71165,Eola-Amity Hills,White,dry,Oregon,Usa,,2011,False,93.27,B,4
321,"Paul Hobbs, Ellen Lane Estate Vineyard Chardonnay, White, Russian River Valley",113418,Russian River Valley,White,dry,California,Usa,,2011,False,92.05,B,4
322,"Paul Hobbs, Ritchie Vineyard Chardonnay, White, Russian River Valley",113426,Russian River Valley,White,dry,California,Usa,,2011,False,92.04,B+,4
323,"Evening Land, Gold Label Seven Springs Vineyard Chardonnay, White, Eola-Amity Hills",71164,Eola-Amity Hills,White,dry,Oregon,Usa,,2011,False,91.51,B,4
324,"Peter Michael Winery, Belle Cote Chardonnay, White, Sonoma County",114819,Sonoma County,White,dry,California,Usa,,2011,False,91.46,C+,4
325,"Peter Michael Winery, La Carriere Chardonnay, White, Knights Valley",114826,Knights Valley,White,dry,California,Usa,,2011,False,91.19,B,4
326,"Joseph Phelps Vineyards, Freestone Chardonnay, White, Sonoma Coast",89569,Sonoma Coast,White,dry,California,Usa,,2011,False,91.11,B,5
327,"Alpha Omega, Reserve Chardonnay, White, Napa Valley",3229,Napa Valley,White,dry,California,Usa,,2010,False,89.58,C,3
328,"Paul Hobbs, Richard Dinner Vineyard Chardonnay, White, Sonoma Mountain",113425,Sonoma Mountain,White,dry,California,Usa,,2011,False,88.67,C+,4
329,"Matanzas Creek, Helena Bench Sauvignon Blanc, White, Knights Valley",103399,Knights Valley,White,dry,California,Usa,,2012,False,87.94,C+,3
330,"Joseph Phelps Vineyards, Eisrebe Late Harvest Scheurebe, White, St Helena",89565,St Helena,White,dry,California,Usa,,2012,False,89.92,B,3
331,"Peter Michael Winery, Point Rouge Chardonnay, White, Sonoma County",114834,Sonoma County,White,dry,California,Usa,,2010,False,96.1,A,3
332,"Peter Michael Winery, Cuvee Indigene Chardonnay, White, Sonoma County",114823,Sonoma County,White,dry,California,Usa,,2010,False,95.59,A+,3
333,"Morlet Family Vineyards, Coup De Coeur Chardonnay, White, Sonoma County",107393,Sonoma County,White,dry,California,Usa,,2010,False,94.07,C,3
334,"Morlet Family Vineyards, Coup De Coeur Chardonnay, White, Sonoma County",107393,Sonoma County,White,dry,California,Usa,,2011,False,93.58,C,3
335,"Morlet Family Vineyards, La Proportion Doree, White, Sonoma County",107396,Sonoma County,White,dry,California,Usa,,2011,False,92.98,C+,3
336,"Peter Michael Winery, Ma Belle-Fille Chardonnay, White, Knights Valley",114830,Knights Valley,White,dry,California,Usa,,2010,False,92.96,B+,5
337,"Morlet Family Vineyards, Ma Princesse Chardonnay, White, Russian River Valley",107398,Russian River Valley,White,dry,California,Usa,,2011,False,92.95,C+,3
338,"Peter Michael Winery, Belle Cote Chardonnay, White, Sonoma County",114819,Sonoma County,White,dry,California,Usa,,2010,False,92.82,A+,5
339,"Morlet Family Vineyards, Ma Douce Chardonnay, White, Sonoma Coast",107397,Sonoma Coast,White,dry,California,Usa,,2011,False,92.53,B,3
340,"Peter Michael Winery, Mon Plaisir Chardonnay, White, Sonoma County",114832,Sonoma County,White,dry,California,Usa,,2010,False,92.04,B+,5
341,"Peter Michael Winery, La Carriere Chardonnay, White, Knights Valley",114826,Knights Valley,White,dry,California,Usa,,2010,False,91.85,A,5
342,"Ferrari-Carano, Fume Blanc, White, Sonoma County",73121,Sonoma County,White,dry,California,Usa,,2012,False,87.24,A,3
343,"Forman Vineyard, Chardonnay, White, Napa Valley",75323,Napa Valley,White,dry,California,Usa,,2011,False,90.48,B,3
344,"Pahlmeyer, Napa Valley Chardonnay, White, Napa Valley",111897,Napa Valley,White,dry,California,Usa,,2010,False,92.05,B+,3
345,"Marimar Estate, 'Acero' Don Miguel Vineyard Chardonnay, White, Russian River Valley",101910,Russian River Valley,White,dry,California,Usa,,2009,False,89.32,B,4
346,"Marimar Estate, 'La Masia' Don Miguel Vineyard Chardonnay, White, Russian River Valley",101912,Russian River Valley,White,dry,California,Usa,,2009,False,89.13,B,3
347,"Kongsgaard, The Judge Chardonnay, White, Napa Valley",91591,Napa Valley,White,dry,California,Usa,,2005,False,99.0,B,3
348,"Kongsgaard, Chardonnay, White, Napa Valley",91585,Napa Valley,White,dry,California,Usa,,2010,False,95.14,C+,3
349,"Kongsgaard, The Judge Chardonnay, White, Napa Valley",91591,Napa Valley,White,dry,California,Usa,,2006,False,94.24,B,3
350,"Ridge Vineyards Estate, Chardonnay, White, Santa Cruz Mountains",120758,Santa Cruz Mountains,White,dry,California,Usa,,2011,False,91.78,B+,3
351,"Beringer Vineyards, Private Reserve Chardonnay, White, Napa Valley",11030,Napa Valley,White,dry,California,Usa,,2011,False,91.2,B,5
352,"Flora Springs, Soliloquy Vineyard Sauvignon Blanc, White, Oakville",74748,Oakville,White,dry,California,Usa,,2012,False,86.68,B,3
353,"Silverado Vineyards, Miller Ranch Sauvignon Blanc, White, Napa Valley",127648,Napa Valley,White,dry,California,Usa,,2012,False,86.0,A+,3
354,"Grgich Hills Estate, Grown Chardonnay, White, Napa Valley",80581,Napa Valley,White,dry,California,Usa,,2010,False,89.14,B,4
355,"Peter Michael Winery, Coeur A Coeur White Blend, White, Knights Valley",114822,Knights Valley,White,dry,California,Usa,,2010,False,90.92,B,3
356,"Pine Ridge Vineyards, Chenin Blanc - Viognier, White, Napa Valley",116327,Napa Valley,White,dry,California,Usa,,2010,False,87.33,B,3
357,"Grgich Hills Estate, Grown Dry Sauvignon Blanc - Fume Blanc, White, Napa Valley",80582,Napa Valley,White,dry,California,Usa,,2011,False,88.04,B+,3
358,"Kistler Vineyards, Hudson Vineyard Chardonnay, White, Carneros",91298,Carneros,White,dry,California,Usa,,2010,False,95.41,B,3
359,"Pahlmeyer, Napa Valley Chardonnay, White, Napa Valley",111897,Napa Valley,White,dry,California,Usa,,2011,False,90.64,A,3
360,"Truchard Vineyards, Chardonnay, White, Carneros",136966,Carneros,White,dry,California,Usa,,2011,False,88.42,A,5
361,"Pine Ridge Vineyards, Chenin Blanc - Viognier, White, Napa Valley",116327,Napa Valley,White,dry,California,Usa,,2011,False,86.27,C+,3
362,"Ridge Vineyards, Monte Bello Chardonnay, White, Santa Cruz Mountains",120785,Santa Cruz Mountains,White,dry,California,Usa,,1999,False,90.37,C+,5
363,"Grgich Hills Estate, Carneros Selection Chardonnay, White, Napa Valley",80580,Napa Valley,White,dry,California,Usa,,2009,False,87.8,B,3
364,"Martinelli, Zio Tony Ranch Chardonnay, White, Russian River Valley",102677,Russian River Valley,White,dry,California,Usa,,2010,False,92.68,B+,3
365,"Martinelli, Charles Ranch Chardonnay, White, Sonoma Coast",102647,Sonoma Coast,White,dry,California,Usa,,2010,False,92.29,B,3
366,"Martinelli, Three Sisters Vineyards Sea Ridge Meadow Chardonnay, White, Sonoma Coast",102669,Sonoma Coast,White,dry,California,Usa,,2009,False,91.83,B,3
367,"Martinelli, Lolita Ranch Chardonnay, White, Russian River Valley",102656,Russian River Valley,White,dry,California,Usa,,2010,False,91.11,B,3
368,"Grgich Hills Estate, 'Essence' Sauvignon Blanc, White, Napa Valley",80577,Napa Valley,White,dry,California,Usa,,2011,False,90.35,B,3
369,"Delille Cellars, Chaleur Estate Blanc, White, Columbia Valley",50042,Columbia Valley,White,dry,Washington,Usa,,2011,False,91.46,C+,4
370,"Paul Hobbs, Ulises Valdez Vineyard Chardonnay, White, Russian River Valley",113430,Russian River Valley,White,dry,California,Usa,,2010,False,93.91,A+,4
371,"Paul Hobbs, Cuvee Agustina Richard Dinner Vineyard Chardonnay, White, Sonoma Mountain",113415,Sonoma Mountain,White,dry,California,Usa,,2010,False,93.45,A+,3
372,"Joseph Phelps Vineyards, Freestone Chardonnay, White, Sonoma Coast",89569,Sonoma Coast,White,dry,California,Usa,,2010,False,92.6,B,4
373,"Joseph Phelps Vineyards, Freestone Pastorale Vineyard Chardonnay, White, Sonoma Coast",89571,Sonoma Coast,White,dry,California,Usa,,2010,False,92.15,C+,4
374,"Kongsgaard, Viorous Viognier - Roussanne, White, Napa Valley",91592,Napa Valley,White,dry,California,Usa,,2011,False,93.79,A+,3
375,"Vine Cliff Winery, Chardonnay, White, Los Carneros",141954,Los Carneros,White,dry,California,Usa,,2010,False,90.5,B,3
376,"Ferrari-Carano, Tre Terre Chardonnay, White, Russian River Valley",73140,Russian River Valley,White,dry,California,Usa,,2010,False,88.07,B,4
377,"Saintsbury, Brown Ranch Chardonnay, White, Carneros",123827,Carneros,White,dry,California,Usa,,2009,False,88.34,C,3
378,"Ridge Vineyards Estate, Chardonnay, White, Santa Cruz Mountains",120758,Santa Cruz Mountains,White,dry,California,Usa,,2010,False,89.46,A+,3
379,"Truchard Vineyards, Chardonnay, White, Carneros",136966,Carneros,White,dry,California,Usa,,2009,False,87.58,A,4
380,"Truchard Vineyards, Chardonnay, White, Carneros",136966,Carneros,White,dry,California,Usa,,2010,False,87.43,B+,3
381,"Grgich Hills Estate, Grown Dry Sauvignon Blanc - Fume Blanc, White, Napa Valley",80582,Napa Valley,White,dry,California,Usa,,2010,False,87.12,C+,3
